Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out),Fed Rate,CPI,Consumer Confidence,Unemployment Rate
HGGG US,hhgregg Inc,140.156,-7.9,-2.8,-22.6,32.2416,13.0,0.9171597407692308,419.14,2007-07-20,42833L108,-0.7,10400.0,15.00 - 17.00,Priced Below Range,Retail,"Consumer, Cyclical",Retail-Appliances,0.0373991,5.258387096774193,210.773,90.4,4.7
FAV US,First Trust Dividend and Income Fund,138.0,,,,0.0,20.0,0.0,0.0,2007-09-21,33731L100,,3520000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,42.5866,4.938,211.554,83.4,4.7
HIA/U US,Highlands Acquisition Corp,138.0,,,0.0426666,16.8,10.0,0.0,168.0,2007-10-03,430880203,-0.1,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,4.755483870967741,212.077,80.9,4.7
KHA/U US,KBL Healthcare Acquisition Corp III,138.0,,,-0.7,0.0,8.0,0.296875,0.0,2007-07-20,48241N206,-0.0882335,,8.00 - 8.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,5.258387096774193,210.773,90.4,4.7
2536354D US,Tortoise Power and Energy Infrastructure Fund Inc,137.0,,,,0.0,20.0,0.0,0.0,2009-07-29,89147X104,,1230000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,8.71619,0.1558064516129032,219.263,66.0,9.5
BHL US,BlackRock Defined Opportunity Credit Trust,133.5,,,,0.0,15.0,0.0,0.0,2008-01-29,09255Q105,,57212.0,15.00 - 15.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,0.632593,3.9403225806451614,213.771,78.4,5.0
VITC US,Vitacost.com Inc,132.0,15.7,-3.5,-11.2,27.5227,12.0,0.0347222213916666,330.27,2009-09-24,92847A200,-0.1,,11.00 - 13.00,Priced Within Range,Internet,Communications,E-Commerce/Products,,0.1466666666666666,219.92,73.5,9.8
DDUP US,Data Domain Inc,127.478,,,5.9,52.8813,15.0,4.422222392,793.22,2007-06-26,23767P109,,,11.50 - 13.50,Priced Above Range,Computers,Technology,Computers-Memory Devices,,5.254,210.392,85.3,4.6
PODD US,Insulet Corp,125.475,22.0,20.1,14.7,26.298,15.0,0.426666673,394.47,2007-05-15,45784P101,6.1,88500000.0,14.00 - 16.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Patient Monitoring Equip,126.024,5.253548387096775,210.058,88.3,4.4
NZ US,Netezza LLC,124.2,,,3.4,56.9811,12.0,3.743055661666667,683.77,2007-07-19,64111N101,,,9.00 - 11.00,Priced Above Range,Software,Technology,Computer Software,,5.258387096774193,210.773,90.4,4.7
LRN US,Stride Inc,124.2,11.0,10.0,14.0,27.2082,18.0,2.0216049616666667,489.75,2007-12-13,86333M108,6.5,54800000.0,16.00 - 18.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,125.763,4.244516129032259,213.168,75.5,5.0
SFSF US,SuccessFactors Inc,124.085,,,,51.3623,10.0,3.25,513.62,2007-11-20,864596101,,,8.00 - 10.00,Priced Within Range,Software,Technology,Enterprise Software/Serv,,4.486666666666666,212.66,76.1,4.7
CTCT US,Constant Contact Inc,123.28,16.2,4.3,5.9,27.4554,16.0,4.546875,439.29,2007-10-03,210313102,1.8,,12.00 - 14.00,Priced Above Range,Software,Technology,Applications Software,,4.755483870967741,212.077,80.9,4.7
0878522D US,Crestwood Midstream Partners LP/Old,120.75,3.9,14.8,1.4,11.5886,21.0,0.0,243.36,2007-08-07,226372100,1.9,,19.00 - 21.00,Priced Within Range,Pipelines,Energy,Pipelines,,5.022258064516129,211.119,83.4,4.6
1416528D US,Cardtronics Inc,120.0,,,,38.5662,10.0,-0.5,385.66,2007-12-11,14161H108,,,14.00 - 16.00,Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,,4.244516129032259,213.168,75.5,5.0
1519521D LN,Boyd Watterson Holding Co,120.0,8.9,-25.5,-4.6,0.0,6.0,-0.6944444179999999,0.0,,N.A.,0.0899961,,,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,,,,,
9903653D US,TechTarget Inc,115.115,-22.7,1.9,-1.7,39.0595,13.0,1.0591716030769232,507.77,2007-05-16,87874R100,2.5,208817.0,12.00 - 14.00,Priced Within Range,Internet,Communications,Internet Content-Info/Ne,0.714269,5.253548387096775,210.058,88.3,4.4
CYS US,CYS Investments Inc,115.115,104.8,52.0,0.3,18.2335,11.0,0.4545454545454545,200.57,2009-06-12,12673A108,1.6,,11.00 - 13.00,Priced Within Range,REITS,Financial,REITS-Mortgage,,0.2063333333333333,219.112,70.8,9.5
OESX US,Orion Energy Systems Inc,115.0,17.0,-12.8,-12.3,26.5531,13.0,4.976331270769231,345.19,2007-12-19,686275108,-0.3,17700000.0,12.00 - 14.00,Priced Within Range,Electrical Compo&Equip,Industrial,Lighting Products&Sys,53.7619,4.244516129032259,213.168,75.5,5.0
NSPH US,Nanosphere Inc,112.7,47.4,-145.1,-78.4,22.169,14.0,1.0204081535714289,310.37,2007-11-01,63009F204,-3.5,,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,4.486666666666666,212.66,76.1,4.7
REXXQ US,Rex Energy Corp,112.2,47.6,-31.3,-13.6,30.7947,11.0,-0.7190082723636363,338.74,2007-07-25,761565506,3.8,,11.00 - 13.00,Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,5.258387096774193,210.773,90.4,4.7
ENOC US,Enel X North America Inc,112.125,1.0,-12.4,-21.1,17.9706,26.0,0.7588757734615386,467.24,2007-05-17,292764107,-1.5,8935.0,23.00 - 25.00,Priced Above Range,Electric,Utilities,Electric-Distribution,0.0285016,5.253548387096775,210.058,88.3,4.4
PZN US,Pzena Investment Management Inc,109.8,43.8,9.3,5.0,6.11177,18.0,0.645061705,110.01,2007-10-25,74731Q103,4.4,2700000.0,16.00 - 18.00,Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,16.1567,4.755483870967741,212.077,80.9,4.7
JAZZ US,Jazz Pharmaceuticals PLC,108.0,6.1,13.7,4.7,24.5506,18.0,-0.0833333333333333,441.91,2007-06-01,N.A.,22.5,66900000.0,20.00 - 21.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,110.098,5.254,210.392,85.3,4.6
RBCN US,Rubicon Technology Inc,107.87,-11.6,26.0,5.0,19.2396,14.0,1.7857142857142858,269.35,2007-11-16,78112T206,-0.2,469512.0,12.00 - 14.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,19.4797,4.486666666666666,212.66,76.1,4.7
7586674Q US,3PAR Inc,107.835,,,-1.6,60.2182,14.0,0.8928571428571429,843.05,2007-11-16,88580F109,,,11.00 - 13.00,Priced Above Range,Computers,Technology,Computer Services,,4.486666666666666,212.66,76.1,4.7
APEI US,American Public Education Inc,107.812,4.0,2.5,2.8,17.7519,20.0,3.9799999235,355.04,2007-11-08,02913V103,2.7,17600000.0,18.00 - 19.00,Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Schools,97.7797,4.486666666666666,212.66,76.1,4.7
IQNT US,Inteliquent Inc,107.064,12.7,15.3,16.4,30.5672,14.0,3.204081671428572,427.94,2007-11-01,45825N107,1.4,4845.0,11.00 - 13.00,Priced Above Range,Telecommunications,Communications,Telecom Services,0.0140383,4.486666666666666,212.66,76.1,4.7
AREXQ US,Approach Resources Inc,105.8,5.9,-18.6,-4.5,20.4058,12.0,0.4097222089999999,244.87,2007-11-08,03834A103,0.3,,14.00 - 16.00,Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,4.486666666666666,212.66,76.1,4.7
CAVM US,Cavium LLC,104.794,63.1,-7.0,-3.8,39.5705,13.5,1.6186557348148147,534.2,2007-05-02,14964U108,2.1,,12.00 - 13.00,Priced Above Range,Semiconductors,Technology,Electronic Compo-Semicon,,5.253548387096775,210.058,88.3,4.4
JMP US,JMP Group LLC,101.189,4.8,-3.8,15.7,21.9999,11.0,1.074380180909091,242.0,2007-05-11,46629U107,1.3,,10.50 - 12.50,Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,,5.253548387096775,210.058,88.3,4.4
ZINCQ US,American Zinc Recycling LLC,100.747,-8.5,-160.3,-118.3,34.0437,18.0,0.1851851807777777,612.79,2007-08-09,440694305,-1.2,123170.0,18.00 - 20.00,Priced Within Range,Mining,Basic Materials,Non-Ferrous Metals,0.204084,5.022258064516129,211.119,83.4,4.6
SCOR US,comScore Inc,100.568,-4.1,-16.9,-13.0,28.1803,16.5,2.56014690969697,464.97,2007-06-27,20564W204,3.6,2700000.0,14.00 - 16.00,Priced Above Range,Advertising,Communications,Advertising Services,55.002,5.254,210.392,85.3,4.6
MAXJ LN,Maxjet Airways Inc,100.501,1702.3,-192.4,-406.8,69.6,138.0,0.0105019954637681,188.671,,N.A.,-0.8,,,,Airlines,"Consumer, Cyclical",Airlines,,,,,
EBSB US,Meridian Bancorp Inc,100.5,-3.5,30.9,1.2,23.0,10.0,-0.4,230.0,2008-01-23,58958U103,1.3,,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,,3.9403225806451614,213.771,78.4,5.0
VNRSQ US,Vanguard Natural Resources LLC,99.75,-39.1,-236.5,42.6,10.79,19.0,-0.0166204979526315,205.01,2007-10-24,92205F106,2.2,1020000.0,19.00 - 21.00,Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.78038,4.755483870967741,212.077,80.9,4.7
BLOG US,BladeLogic Inc,97.75,,,,26.655,17.0,2.7923875694117646,453.13,2007-07-24,09265M102,,,16.00 - 17.00,Priced Within Range,Computers,Technology,Computer Services,,5.258387096774193,210.773,90.4,4.7
GXDX US,Genoptix Inc,97.75,,,10.8,16.0693,17.0,2.889273250588236,273.18,2007-10-29,37243V100,,,14.00 - 16.00,Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",MRI/Medical Diag Imaging,,4.755483870967741,212.077,80.9,4.7
1992972D US,RMR Asia Real Estate Fund,95.0,,,,0.0,20.0,0.005000000075,0.0,2007-05-25,74964Q101,,,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,,5.253548387096775,210.058,88.3,4.4
BAXSQ US,Baxano Surgical Inc,94.875,27.5,-172.3,-61.9,19.6015,15.0,4.0,294.02,2007-10-17,71773105,-0.7,66000.0,12.00 - 14.00,Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,0.132729,4.755483870967741,212.077,80.9,4.7
BFED US,Beacon Federal Bancorp Inc,94.875,-5.9,15.2,0.4,0.0,10.0,1.6,0.0,2007-10-02,73582108,3.8,,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,,4.755483870967741,212.077,80.9,4.7
IPCM US,IPC Healthcare Inc,94.48,13.8,5.6,4.4,14.8118,16.0,1.75,236.99,2008-01-25,44984A105,2.7,,15.00 - 17.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,,3.9403225806451614,213.771,78.4,5.0
BFRM US,Merz Aesthetics Inc,92.0,,,-5.7,46.0962,8.0,0.859375,368.77,2007-11-07,09065G107,,,9.00 - 11.00,Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,4.486666666666666,212.66,76.1,4.7
CAI US,CAI International Inc,87.0,-29.4,9.4,4.3,17.1089,15.0,0.0,256.63,2007-05-16,12477X106,15.7,,14.00 - 16.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,,5.253548387096775,210.058,88.3,4.4
PRO US,PROS Holdings Inc,86.3368,8.7,-6.2,-4.8,25.7879,11.0,1.5289256354545453,283.67,2007-06-28,74346Y103,0.5,46400000.0,10.00 - 12.00,Priced Within Range,Software,Technology,Enterprise Software/Serv,97.1396,5.254,210.392,85.3,4.6
SHOR US,ShoreTel Inc,86.3075,-0.7,-3.4,-3.6,42.4409,9.5,2.936288130526316,403.19,2007-07-03,825211105,0.2,11195.0,8.50 - 10.50,Priced Within Range,Telecommunications,Communications,Telecommunication Equip,0.0161888,5.258387096774193,210.773,90.4,4.7
ALBO US,Albireo Pharma Inc,86.25,388.4,-83.8,-42.4,20.1608,15.0,1.3333333333333333,302.41,2007-05-11,01345P106,-5.6,7510000.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,36.1918,5.253548387096775,210.058,88.3,4.4
CPIX US,Cumberland Pharmaceuticals Inc,85.0,-4.2,-17.1,-8.2,18.1289,17.0,-0.0588235294117647,308.19,2009-08-11,230770109,-0.0435401,3530000.0,19.00 - 21.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,25.2576,0.1603225806451612,219.496,65.7,9.6
1917130D US,BioTelemetry Inc,82.764,9.9,6.8,2.5,23.0439,18.0,-0.0925925903888888,414.79,2008-03-19,90672106,1.9,,18.00 - 20.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,,2.6103225806451613,214.42,69.5,5.1
1901522D US,AuthenTec Inc,82.5,,,-4.5,26.0001,11.0,-0.8264462730909091,286.0,2007-06-26,52660107,,,9.00 - 11.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,,5.254,210.392,85.3,4.6
IDI/U US,Fluent Inc,80.0,-14.6,-11.5,-28.5,0.0,8.0,0.015625,0.0,2007-11-20,N.A.,-0.8,,8.00 - 8.00,Priced Within Range,Advertising,Communications,Advertising Services,,4.486666666666666,212.66,76.1,4.7
ULEUQ US,Ultimate Escapes Inc,80.0,,-35.0,-17.6,0.0,8.0,-0.140625,0.0,2007-10-24,90385N204,-2.4,,8.00 - 8.00,Priced Within Range,Leisure Time,"Consumer, Cyclical",Leisure&Rec/Games,,4.755483870967741,212.077,80.9,4.7
CBNJ US,Cape Bancorp Inc,78.2,34.4,21.1,0.9,13.3135,10.0,0.05,133.13,2008-02-01,139209100,1.6,,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,,2.9806896551724136,213.939,70.8,4.9
TGY/U US,Tremisis Energy Acquisition Corp II,77.8614,,,-1.0,0.0,8.0,-0.140625,0.0,2007-12-07,89472N200,0.0203151,,8.00 - 8.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,4.244516129032259,213.168,75.5,5.0
FABK US,First Advantage Bancorp,76.705,,16.2,0.8,0.0,10.0,1.169999981,0.0,2007-11-30,31848L104,1.3,,10.00 - 10.00,Priced Within Range,Banks,Financial,Commer Banks-Southern US,,4.486666666666666,212.66,76.1,4.7
VRX LN,Vectrix Corp,75.0035,676.0,-967.4,-88.3,259.364,52.0,-0.2218934940384615,266.692,,N.A.,-0.1,,50.00 - 60.00,,Leisure Time,"Consumer, Cyclical",Motorcycle/Motor Scooter,,,,,
FOLD US,Amicus Therapeutics Inc,75.0,32.2,-10.6,-7.1,22.2344,15.0,-0.2533333301333333,333.52,2007-05-31,03152W109,-0.1,340000000.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,113.133,5.253548387096775,210.058,88.3,4.4
ENSG US,Ensign Group Inc/The,73.6,14.2,6.9,6.7,21.0464,16.0,0.0546875,336.74,2007-11-09,29358P101,6.1,57200000.0,18.00 - 20.00,Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Nursing Homes,99.2383,4.486666666666666,212.66,76.1,4.7
ACDQU US,Arcade Acquisition Corp,69.0,,,0.2,0.0,8.0,0.234375,0.0,2007-05-22,38798203,,,8.00 - 8.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,5.253548387096775,210.058,88.3,4.4
2301602D US,MAP Pharmaceuticals LLC,69.0,,,-47.7,20.0224,12.0,0.9375,240.27,2007-10-05,56509R108,,,14.00 - 16.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,4.755483870967741,212.077,80.9,4.7
SIRT US,Sirtris Pharmaceuticals Inc,69.0,,,-34.6,28.6891,10.0,0.7599999905,286.89,2007-05-23,82968A105,,,9.00 - 11.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,5.253548387096775,210.058,88.3,4.4
IAN/U US,Inter-Atlantic Financial Inc,68.8824,,,-0.4,0.0,8.0,0.078125,0.0,2007-10-03,45890H209,-0.00354511,,8.00 - 8.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,4.755483870967741,212.077,80.9,4.7
EPS CN,Epsilon Energy Ltd,68.3352,2.5,6.1,1.5,44.2416,4.0,0.3125,181.589,,294375209,,16900000.0,,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,76.7975,,,,
2362568D US,MEMSIC Inc,68.23,-6.3,-1.5,-5.3,23.4387,10.0,0.25,234.39,2007-12-14,586264103,0.2,,11.00 - 13.00,Priced Below Range,Electronics,Industrial,Electronic Measur Instr,,4.244516129032259,213.168,75.5,5.0
HIRE US,HireRight LLC,65.625,,,10.9,11.2219,15.0,-0.1199999968,168.33,2007-08-07,433538105,,,15.00 - 17.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Human Resources,,5.022258064516129,211.119,83.4,4.6
MAIN US,Main Street Capital Corp,64.5,8.1,93.9,10.6,8.82673,15.0,0.0,132.4,2007-10-05,56035L104,-1.0,19700000.0,15.00 - 15.00,Priced Within Range,Investment Companies,Financial,Investment Companies,22.2642,4.755483870967741,212.077,80.9,4.7
1576198D US,ArcSight LLC,61.7573,,,16.3,30.941,9.0,-0.2716049353333333,278.47,2008-02-14,39666102,,9386.0,9.00 - 11.00,Priced Within Range,Retail,"Consumer, Cyclical",Retail-Computer Equip,0.0271181,2.9806896551724136,213.939,70.8,4.9
LABC US,Louisiana Bancorp Inc/Metaire LA,60.95,-3.0,23.1,0.8,0.0,10.0,0.95,0.0,2007-07-10,54619P104,2.4,,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Southern US,,5.258387096774193,210.773,90.4,4.7
TITN US,Titan Machinery Inc,58.65,-2.0,-1.3,-1.9,12.2289,8.5,1.356401331764706,103.95,2007-12-06,88830R101,3.1,22000000.0,7.50 - 9.50,Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,95.2832,4.244516129032259,213.168,75.5,5.0
AIRV US,Ericsson Evdo Inc,58.1,,,-8.3,63.3696,7.0,0.3469387804285714,443.59,2007-07-20,00950V101,,,8.00 - 10.00,Priced Below Range,Telecommunications,Communications,Wireless Equipment,,5.258387096774193,210.773,90.4,4.7
TARG US,Targanta Therapeutics Corp,57.5,,,-115.4,20.9692,10.0,-0.6,209.69,2007-10-10,87612C100,-7.8,,12.00 - 14.00,Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,4.755483870967741,212.077,80.9,4.7
LIMC US,Limco-Piedmont Inc,55.66,,,2.0,13.425,11.0,1.9008263672727272,147.68,2007-07-19,53261T109,,,9.50 - 11.50,Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense-Equip,,5.258387096774193,210.773,90.4,4.7
1553838D US,Entropic Communications Inc,55.2,-26.1,-51.2,-32.8,67.6148,6.0,3.888888995,405.69,2007-12-06,29384R105,-0.2,,6.00 - 8.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,,4.244516129032259,213.168,75.5,5.0
CAELU US,National American University Holdings Inc,53.0104,,-39.3,,0.0,8.0,0.015625,0.0,2007-11-30,132863127,-0.1,,8.00 - 8.00,Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,,4.486666666666666,212.66,76.1,4.7
HLCSQ US,Helicos BioSciences Corp,52.173,-26.5,-180.3,-121.5,20.917,9.0,-0.6543209817777778,188.253,2007-05-24,42326R109,-0.010823,,10.00 - 11.00,Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,,5.253548387096775,210.058,88.3,4.4
MAKO US,MAKO Surgical Corp,51.0,21.5,-31.6,-44.8,18.4383,10.0,-0.8199999808999999,184.38,2008-02-14,560879108,-0.6,,10.00 - 11.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,,2.9806896551724136,213.939,70.8,4.9
RTHM LN,Rhythmone PLC,50.6095,,21.4,-2.5,277.471,45.0,0.8888888888888888,246.602,,N.A.,1.1,50100000.0,34.00 - 45.00,,Internet,Communications,Web Portals/ISP,63.7451,,,,
NSAQU US,North Shore Acquisition Corp,50.4,,,-1.5,0.0,8.0,-0.15625,0.0,2007-12-04,662316207,0.0115251,,8.00 - 8.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,4.244516129032259,213.168,75.5,5.0
TYR LN,TyraTech Inc,50.0625,-83.5,900.9,183.2,22.0,500.0,0.002,217.976,,N.A.,-0.00176495,11900000.0,,,Chemicals,Basic Materials,Agricultural Chemicals,7.34977,,,,
FCOM LN,First Communications Inc,50.0,13.0,8.1,7.9,0.0,5.0,0.0,0.0,,N.A.,,,,,Telecommunications,Communications,Telecom Services,,,,,
PMII US,Power Medical Interventions Inc,48.7025,15.1,-470.4,-120.7,17.1069,11.0,0.6528925461818181,188.18,2007-10-26,739299105,-1.6,,12.00 - 14.00,Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,,4.755483870967741,212.077,80.9,4.7
INET US,Autodata Solutions Group LLC,48.0,-4.1,12.4,3.7,38.7429,8.0,0.0,309.94,2007-11-16,460608102,0.8,,8.00 - 8.00,Priced Within Range,Internet,Communications,Internet Content-Info/Ne,,4.486666666666666,212.66,76.1,4.7
EBTX US,Encore Bancshares Inc,47.575,,,,10.0873,21.0,0.3242630277142857,211.83,2007-07-18,29255V201,,,20.00 - 22.00,Priced Within Range,Banks,Financial,Commer Banks-Central US,,5.258387096774193,210.773,90.4,4.7
ITLN US,Intellon Corp,45.0,44.0,1.2,1.8,29.9452,6.0,2.083333333333333,179.67,2007-12-14,45816W504,-0.00213834,,6.00 - 7.00,Priced Within Range,Semiconductors,Technology,Semicon Compo-Intg Circu,,4.244516129032259,213.168,75.5,5.0
NGSX US,NeurogesX Inc,44.0,39.1,-430.7,-88.1,12.4879,11.0,-0.6198347265454546,137.37,2007-05-02,641252101,-1.9,108121.0,13.00 - 15.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.324365,5.253548387096775,210.058,88.3,4.4
9990616D US,ReShape Lifesciences Inc/CA,43.9188,-25.1,-191.4,-48.8,16.7989,8.0,0.0,134.39,2007-11-15,761123603,-1.2,5650000.0,8.00 - 9.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,91.543,4.486666666666666,212.66,76.1,4.7
SDBT US,SoundBite Communications Inc,43.4562,15.4,-3.7,-7.1,14.9938,8.0,0.03125,119.95,2007-11-01,836091108,0.0313963,,8.00 - 8.00,Priced Within Range,Software,Technology,Communications Software,,4.486666666666666,212.66,76.1,4.7
AINC LN,Applied Intellectual Capital Ltd,39.3993,15.7,-1216.9,-88.8,42.2685,95.0,0.0609418266736842,79.312,,N.A.,-0.3,,,,Electronics,Industrial,Electronic Parts Distrib,,,,,
UIHCU US,American Coastal Insurance Cor,37.869,3.5,25.5,6.6,0.0,8.0,0.0,0.0,2007-10-05,910710201,5.0,,8.00 - 8.00,Priced Within Range,Insurance,Financial,Property/Casualty Ins,,4.755483870967741,212.077,80.9,4.7
GSIT US,GSI Technology Inc,35.3711,-26.6,-92.2,-27.3,27.5339,5.5,-0.6942148641818182,151.44,2007-03-29,36241U106,-0.6,3820000.0,6.50 - 8.00,Priced Below Range,Semiconductors,Technology,Electronic Compo-Semicon,14.9119,5.256774193548387,209.418,88.4,4.4
CBAY LN,MModal Inc,25.3222,,,13.2,65.0024,89.0,0.0694356768314606,114.148,,N.A.,,,,,Software,Technology,Medical Information Sys,,,,,
HCCI US,Heritage-Crystal Clean Inc,25.3127,37.6,11.9,10.9,10.7354,11.5,2.034026436521739,123.46,2008-03-12,42726M106,3.9,2734.0,10.50 - 12.50,Priced Within Range,Environmental Control,Industrial,Hazardous Waste Disposal,0.0112313,2.6103225806451613,214.42,69.5,5.1
RCR US,RMR Dividend Capture Fund,25.0,,,,0.0,20.0,0.0,0.0,2007-12-19,76970L109,,,,,Closed-end Funds,Financial,Closed-end Funds,,4.244516129032259,213.168,75.5,5.0
MEDG LN,Aevi Genomic Medicine Inc,21.5566,,-1563.1,-184.3,0.0,10.0,1.0,0.0,,N.A.,-0.7,,,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,,,,
HIP LN,HipCricket Inc/Old,17.2748,,,,28.7292,262.0,0.0116589096679389,155.027,,N.A.,,,,,Advertising,Communications,Direct Marketing,,,,,
AOI LN,Ascendx Spine Inc,15.7144,,-12972.4,-75.9,8.4,344.0,0.0071829370290697,57.7371,,N.A.,0.1,,,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,,,,
LPSB US,LaPorte Bancorp Inc,12.9922,5.9,24.1,0.8,0.0,10.0,-0.8100000380999999,0.0,2007-10-15,516651106,0.7,5580000.0,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,100.0,4.755483870967741,212.077,80.9,4.7
LSI LN,Lifeline Scientific Inc,11.0009,11.8,31.2,39.0,15.7213,150.0,0.0111111108466666,46.4823,,N.A.,0.4,,,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,,,,
GIGIQ US,Gulfstream International Group Inc,7.36,,,-81.6,2.9595,8.0,-0.9375,23.68,2007-12-14,402738108,,,8.00 - 10.00,Priced Within Range,Airlines,"Consumer, Cyclical",Airlines,,4.244516129032259,213.168,75.5,5.0
HFFIU US,U-Swirl Inc,5.1,35.6,-4.1,1.7,0.0,5.1,0.5767016317647059,0.0,2008-03-19,42223Y306,,,5.00 - 6.00,Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,,2.6103225806451613,214.42,69.5,5.1
VRSK US,Verisk Analytics Inc,2155.91,7.4,33.2,22.2,113.076,22.0,1.078512365,2487.67,2009-10-07,92345Y106,8.0,139000000.0,19.00 - 21.00,Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Consulting Services,99.2761,0.1180645161290322,220.501,70.6,10.0
MJN US,Mead Johnson Nutrition Co,828.0,-8.0,14.5,14.3,76.8446,24.0,0.421875,1844.27,2009-02-11,582839106,3.7,,21.00 - 24.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Vitamins&Nutrition Prod,,0.2221428571428571,217.792,56.3,8.3
ART US,Artio Global Investors Inc,718.748,,,-21.7,27.6511,26.0,0.184911251076923,718.93,2009-09-24,04315B107,,,24.00 - 26.00,Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,,0.1466666666666666,219.92,73.5,9.8
AONEQ US,B456 Systems Inc,428.316,63.5,-161.9,-66.3,98.1805,13.5,3.725651494074074,1325.44,2009-09-24,03739T108,-2.0,,10.00 - 11.50,Priced Above Range,Electrical Compo&Equip,Industrial,Batteries/Battery Sys,,0.1466666666666666,219.92,73.5,9.8
