Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
BILL LN,Billing Services Group Ltd,153.504,-23.4,-48.5,-26.6,182.6,74.5,10.7382555,248.015, ,N.A.,-0.00735575,7.48E+07, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Services,45.3931
RBC US,RBC Bearings Inc,152.702,6.1,13.4,5,15.468,14.5,5.310344696,224.29,8/10/05,75524B104,9.5,3.36E+07,"14.00
 - 16.00
",Priced Within Range,Metal Fabricate/Hardware,Industrial,Metal Processors&Fabrica,106.9
DEIX US,DEI Holdings Inc,150,-8.3,-34.8,-31.1,24.7672,16,-12.5,396.28,12/16/05,2.33E+210,3.3,,"15.00
 - 17.00
",Priced Within Range,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,
784044Z US,Horizon Technology Funding Co LLC,150,,,,0,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Finance-Commercial,
HDP/U US,HD Partners Acquisition Corp,150,,,,23.4375,8,0.125,187.5,6/2/06,40415K209,-0.0817234,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PCAP US,Patriot Capital Funding Inc,149.8,,,-13.1,0,14,0.3571428657,0,7/27/05,70335Y104,0.8,, ,,Investment Companies,Financial,Investment Companies,
GCF US,Global Income & Currency Fund Inc,147,,,,0,20,0,0,4/26/06,378968101,,, ,,Closed-end Funds,Financial,Closed-end Funds,
1899843D US,Clayton Holdings Inc,146.625,,,-59.8,20.5183,17,23.52941132,348.81,3/23/06,18418N107,,,"15.00
 - 17.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
PNSNQ US,Penson Worldwide Inc,145.956,,,-5,25.0421,17,14.70588207,425.72,5/17/06,709600100,,,"15.00
 - 17.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
27256Z US,Tandem Health Care Inc,143.75,,,,0,0,,0, ,875374100,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-Nursing Homes,
GAV/U US,Grubb & Ellis Realty Advisors Inc,143.75,,,1.8,29.8344,6,1.666666627,179.01,2/28/06,400096202,,,"6.00
 - 6.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HRZL US,Matson Alaska Inc,143.75,4,-8.8,-15.7,33.5442,10,7.5,335.44,9/27/05,44044K309,0.7,,"10.00
 - 12.00
",Priced Within Range,Transportation,Industrial,Transport-Marine,
UDRL US,Union Drilling Inc,142.059,,,0.2,21.1661,14,2.928571463,296.33,11/22/05,90653P105,,,"15.00
 - 17.00
",Priced Below Range,Oil&Gas Services,Energy,Oil-Field Services,
9995829D US,Calumet Specialty Products Partners LP,140.93,,,,13.066,21.5,1.162790656,280.92,1/26/06,131476103,,,"20.50
 - 22.50
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,
EOE US,Eaton Vance Credit Opportunities Fund,140,,,,0,20,0,0,5/26/06,278271101,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
WBMD US,WebMD Health Corp,138.863,10.7,12.9,5.3,6.9,17.5,39.42856979,120.75,9/29/05,94770V102,4.2,,"15.50
 - 17.50
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,
PORK US,Murphy-Brown of Missouri LLC,138.687,,,3.6,31.3134,12.5,0,391.42,6/14/05,74060C105,,,"12.50
 - 13.50
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Meat Products,
BLBC US,Berkline/BenchCraft Holdings Inc,138,,,,0,0,,0, ,N.A.,,, ,,Home Furnishings,"Consumer, Cyclical",Home Furnishings,
JMBAU US,Jamba Inc,138,-10.9,-3.8,-4,18.75,8,0,150,6/30/05,47023A200,,,"8.00
 - 8.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
LOR US,Lazard World Dividend & Income Fund Inc,134.8,,,,0,20,0.05000000075,0,6/28/05,521076109,,1.38E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,20.0526
1263553D CN,International Royalty Corp,132.616,,,-1.5,0,4.3,4.186041832,0, ,460277106,,, ,,Mining,Basic Materials,Diversified Minerals,
TACAU US,TAC Acquisition Corp,132,,,,25,6,0.1666666716,150,6/29/05,873392203,,,"6.00
 - 6.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2085180D US,CPI International LLC,127.06,7.2,2.6,1.9,16.0202,18,0,288.36,4/28/06,12618M100,,,"16.00
 - 18.00
",Priced Within Range,Telecommunications,Communications,Telecommunication Equip,
ATCTU US,ATS Corp,126,-21.6,4.8,5.3,26.25,6,0.1666666716,157.5,10/20/05,2.11E+205,,,"6.00
 - 6.00
",Priced Within Range,Software,Technology,Applications Software,
GLP US,Global Partners LP/MA,123.97,4,0.6,3,5.64242,22,7.727272511,124.13,9/29/05,37946R109,1.5,1.61E+07, ,,Gas,Utilities,Gas-Transportation,47.2224
9123456D US,Williams Partners LP/Old,123.625,-8.6,15.9,4.2,7,21.5,18.6046505,150.5,8/18/05,96950F104,4.9,1849.86,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,0.000420704
AATI US,Advanced Analogic Technologies Inc,121.9,8.7,-13.5,-12.6,40.9621,10,18.70000076,409.62,8/3/05,00752J108,-0.2,,"8.50
 - 9.50
",Priced Above Range,Semiconductors,Technology,Electronic Compo-Semicon,
ALTUQ US,Altus Pharmaceuticals Inc,120.75,-92.4,-4471.1,-110.4,22.0519,15,12.13333321,330.78,1/26/06,02216N105,-2.6,250576,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,0.804907
CDS/U US,Cold Spring Capital Inc,120,,,,25,6,-1.666666627,150,11/11/05,192865202,,,"6.00
 - 6.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
OHAQU US,Oracle Healthcare Acquisition Corp,120,,,,18.75,8,6.25,150,3/3/06,68402M201,0.1,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
APP/U US,American Apparel LLC,120,-3.9,-11.3,-36,18.75,8,0,150,12/16/05,23850209,,1.96E+06,"8.00
 - 8.00
",Priced Within Range,Apparel,"Consumer, Cyclical",Apparel Manufacturers,9.85071
KPPCU US,KapStone Paper and Packaging Corp,120,7.7,7.3,10.2,25,6,0,150,8/16/05,48562P202,,,"6.00
 - 6.00
",Priced Within Range,Packaging&Containers,Industrial,Containers-Paper/Plastic,
CGO US,Calamos Global Total Return Fund,120,,,,0,15,0,0,10/27/05,128118106,,2.01E+06,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,20.4955
IRBT US,iRobot Corp,118.68,-23.4,-21.3,-23.2,23.2857,24,11.25,558.86,11/9/05,462726100,-1.1,2.22E+07,"21.00
 - 23.00
",Priced Above Range,Home Furnishings,"Consumer, Cyclical",Appliances,71.5282
DMND US,Diamond Foods Inc,117.3,-0.1,3.8,2.5,14.6584,17,23.8235302,249.19,7/21/05,252603105,1.5,,"14.00
 - 16.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
CLUBQ US,Town Sports International Holdings Inc,116.35,5.3,-3.9,-19.9,25.9766,13,1.923076868,337.7,6/1/06,89214A102,1.1,,"14.00
 - 14.00
",Priced Below Range,Leisure Time,"Consumer, Cyclical",Recreational Centers,
2036821D US,Nighthawk Radiology Holdings Inc,115.936,,,-16.9,29.8096,16,29.0625,476.95,2/9/06,65411N105,,1200,"12.00
 - 14.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",MRI/Medical Diag Imaging,0.0050196
TYN US,Tortoise North American Energy Corp,115,,,,0,25,-2,0,10/26/05,89147T103,,,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
TSPE US,Technology Spectrum Inc,115,,,,0,0,,0, ,87873A108,,, ,,Computers,Technology,Computer Services,
NAO/U US,North American Insurance Leaders Inc,115,,,1.9,0,8,3.125,0,3/22/06,65687M203,0.0220371,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AMPH US,Amphastar Pharmaceuticals Inc,115,13.5,21.7,10.3,0,0,,0, ,03209R103,4.4,3.71E+07, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,78.0008
4875 JP,MediciNova Inc,114.36,,,-18,97.2829,400,-8.25,376.096, ,58468P206,-0.2,1.71E+07,"300.00
 - 400.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,34.8323
592000Z US,Manhattan Maritime Enterprises Inc,114,,,,23.75,0,,0, ,N.A.,,,"6.00
 - 6.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EMS US,Envision Healthcare Corp/CO,113.4,6.2,1.4,1.3,9.248,14,-6.428571224,129.47,12/16/05,29100P102,,,"15.00
 - 17.00
",Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,
EICU US,VISICU Inc,110.4,,,5.7,31.1121,16,54.875,497.79,4/5/06,92831L204,,,"13.00
 - 15.00
",Priced Above Range,Software,Technology,Medical Information Sys,
COLY US,Coley Pharmaceutical Group Inc,110.4,27.1,-147.3,-28.5,24.8421,16,18,397.47,8/10/05,19388P106,-1.3,,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
1835647D US,Madison Strategic Sector Premium Fund,110,,,,0,20,0,0,4/26/05,558268108,,1.70E+06,"20.00
 - 20.00
",Priced Within Range,Equity Fund,Funds,Unclassified,29.2825
1294243D US,Cogdell Spencer Inc,103.7,-2.1,-17.2,,8.0004,17,0,136.01,10/27/05,19238U107,0.6,,"18.00
 - 20.00
",Priced Below Range,REITS,Financial,REITS-Health Care,
TWPG US,Thomas Weisel Partners Group Inc,103.5,,,-18.8,22.1309,15,32.66666794,331.96,2/2/06,884481102,,,"13.00
 - 15.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
VLCM US,Volcom LLC,102.422,,,7.6,23.3582,19,40.89473724,443.81,6/30/05,92864N101,,, ,,Apparel,"Consumer, Cyclical",Apparel Manufacturers,
SMBLU US,Boulder Brands Inc,102.086,11.9,-24.6,0.1,15.9511,8,12.5,127.61,12/19/05,83169Y207,,,"8.00
 - 8.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
INHIU US,InfuSystem Holdings Inc,101.252,7.2,1.7,2.2,20.9191,6,1.666666627,125.51,4/12/06,45685K201,,,"6.00
 - 6.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
0883461D US,Eagle Test Systems Inc,100.75,,,11.6,20.6415,15.5,0,319.94,3/9/06,270006109,,,"14.00
 - 16.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,
10126Z US,PSF Group Holdings Inc,100,20.1,-0.6,-3,0,0,,0, ,69361V109,,, ,,Food,"Consumer, Non-cyclical",Food-Meat Products,
568955Z US,Wexford Shipping Co,100,,,,0,0,,0, ,N.A.,,, ,,Transportation,Industrial,Transport-Marine,
585217Z US,Cavan Maritime Ltd,100,,,,0,0,,0, ,N.A.,,, ,,Transportation,Industrial,Transport-Marine,
MEJ/U US,Santa Monica Media Corp,100,,,-0.7,0,8,-1.625,0,3/28/07,802501205,0.0221922,,"8.00
 - 8.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
766481Z US,Hertz Corp/The,100,-3.4,-31.6,-12.3,0,0,,0, ,428040208,7.2,2.03E+07, ,,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
BRNC US,Bronco Drilling Co Inc,99.705,,,-12.9,18.46,17,8.647058487,313.82,8/16/05,112211107,,,"14.00
 - 16.00
",Priced Above Range,Oil&Gas,Energy,Oil&Gas Drilling,
TVH/U US,Media & Entertainment Holdings Inc,99.36,,,0.8,0,8,0,0,3/9/07,58439W207,0.2,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AURDQ US,Accuride Corp/Old,99,-38.7,-24.5,-18.9,32.6227,9,0,293.6,4/26/05,4398103,-0.2,,"10.00
 - 12.00
",Priced Below Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,
AMCP US,AmCOMP Inc,96.966,-12.2,7.5,2.3,15.5584,9,0,140.03,2/10/06,02342J101,1.3,,"9.00
 - 11.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,
MDGL US,Madrigal Pharmaceuticals Inc,96,,-258.6,-55.3,38.9032,0,,0, ,558868105,-21.4,2.57E+07,"14.00
 - 16.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,116.43
WAL US,Western Alliance Bancorp,93.5,17.8,24.9,1,22.1222,22,15.45454502,486.69,6/30/05,957638109,-25,1.12E+08,"19.00
 - 21.00
",Priced Above Range,Banks,Financial,Commer Banks-Western US,101.774
ACCI US,Asset Capital Corp Inc,92.5,,,,19.7509,0,,0, ,04544C207,,,"9.00
 - 10.00
",,Real Estate,Financial,Real Estate Mgmnt/Servic,
CPLA US,Capella Education Co,92,2.5,5.3,9.4,15.3658,20,25.54999924,307.32,11/9/06,139594105,5.4,,"17.50
 - 19.50
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Schools,
1119666D US,James River Group Inc,91.9908,,,5.1,14.3847,18,11.11111069,258.92,8/9/05,470359100,,,"16.00
 - 18.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,
1494330D US,Western Express Holdings Inc,90,,,,0,0,,0, ,958164105,,, ,,Transportation,Industrial,Transport-Truck,
672221Z US,Navitas International Corp,90,,,,18.75,0,,0, ,63937F201,,,"6.00
 - 6.00
",,Investment Companies,Financial,Investment Companies,
LQDT US,Liquidity Services Inc,88.4046,15.5,5.5,7.8,27.3296,10,22.89999962,273.3,2/23/06,53635B107,2.3,2.35E+07,"9.00
 - 11.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,75.81
719288Z US,Bank Street Telecom Funding Corp,88,,,,13.75,0,,0, ,N.A.,,,"8.00
 - 8.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GLA/U US,Clark Holdings Inc,88,-2.2,-5.9,-9,13.5,8,1.375,108,2/16/06,18145M208,,,"6.00
 - 8.00
",Priced Within Range,Transportation,Industrial,Transport-Services,
NRGP US,Crestwood Holdings LP,87.975,,,2.8,19.49,22.5,23.68888855,438.52,6/21/05,45661Q107,,,"19.00
 - 21.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Propane Distrib,
HITT US,Hittite Microwave Corp,87.975,3.5,25.5,10.9,27.884,17,14.4117651,474.03,7/22/05,43365Y104,2.6,,"14.00
 - 16.00
",Priced Above Range,Semiconductors,Technology,Semicon Compo-Intg Circu,
WSBF US,Waterstone Financial Inc,87.975,12.2,13.7,0.8,0,10,12.5,0,8/11/05,94188P101,2.5,1.26E+07,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,65.1907
FRR LN,Frontera Resources Corp,87.7934,-17.1,-693.4,-75.2,55.1444,150,3.333333254,159.393, ,N.A.,-0.000459782,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
8189407Q US,Nextest Systems Corp,86.94,,,3.6,17.4869,14,22.1428566,244.82,3/21/06,653339101,,,"14.00
 - 16.00
",Priced Within Range,Semiconductors,Technology,Semiconductor Equipment,
CYNO US,Cynosure LLC,86.25,27.7,3.2,2.5,5.75,15,26.20000076,86.25,12/9/05,232577205,1.9,,"12.00
 - 14.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Laser Systems,
533839Z US,Colt Defense LLC,86.25,30.2,9.2,-8.8,0,0,,0, ,N.A.,,, ,,Miscellaneous Manufactur,Industrial,Firearms&Ammunition,
MWIV US,MWI Veterinary Supply Inc,84.7167,26.9,2.4,7.5,9.89373,17,25,168.19,8/3/05,55402X105,4.6,,"14.00
 - 16.00
",Priced Above Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
RUTX US,Republic Cos Group Inc,84,7.8,8.8,2.7,14.0224,14,1.071428537,196.31,8/3/05,760349100,5.5,,"15.00
 - 17.00
",Priced Below Range,Insurance,Financial,Property/Casualty Ins,
SWSI US,Nabors Completion & Production Services Co,83.98,,,-4.9,17.9167,13,40.92307663,232.92,7/29/05,86837X105,,,"11.00
 - 13.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,
2550712D US,Silicon Graphics International Corp,83.7378,2.2,-2.1,-3,20.0277,12,1.666666627,240.33,6/9/05,82706L108,0.7,,"11.00
 - 13.00
",Priced Within Range,Computers,Technology,Computers,
LINC US,Lincoln Educational Services Corp,83.5485,16.4,2.2,2.5,24.711,20,0.8500000238,494.22,6/22/05,533535100,0.9,2.42E+07,"19.00
 - 21.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,76.6138
ACNIU US,American Community Newspapers Inc,82.8,,-12.6,-74.6,15,6,0,90,7/1/05,02520T202,,,"6.00
 - 6.00
",Priced Within Range,Media,Communications,Publishing-Periodicals,
HAC/U US,Harbor Acquisition Corp,82.8,,,2.2,16.8,6,3.833333254,100.8,4/26/06,41145X206,-0.1,,"6.00
 - 6.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TRFC US,Traffic.com Inc,82.652,,,,19.3082,12,1.25,231.7,1/24/06,892717109,,,"10.50
 - 12.50
",Priced Within Range,Computers,Technology,Computer Services,
TLP US,TransMontaigne Partners LLC,82.39,7.6,1.4,0.7,3.9725,21.4,14.53271198,85.01,5/25/05,89376V100,5.6,,"19.40
 - 21.40
",Priced Within Range,Pipelines,Energy,Pipelines,
FMY US,First Trust Mortgage Income Fund,80.8,,,,0,20,0.05000000075,0,5/26/05,3.37E+107,,2.56E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,60.8033
591439Z US,MDC Acquisition Partners Inc,80,,,,12.5,0,,0, ,55274M203,,,"8.00
 - 8.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PSVE US,Passave Inc,79.9,2254.1,38.2,,12.3136,0,,0, ,7.03E+112,,,"15.00
 - 17.00
",,Semiconductors,Technology,Electronic Compo-Semicon,
GNGTU US,Golden Gate Partners Inc,79.35,-85.6,-34.8,-744.6,16.5167,6,1,99.1,4/11/06,381047208,-0.00564428,,"6.00
 - 6.00
",Priced Within Range,Real Estate,Financial,Real Estate Oper/Develop,
HTGC US,Hercules Capital Inc,78,-1.4,56.9,7.2,9.80196,13,-0.3076923192,127.43,6/9/05,427096508,-0.7,4.86E+07,"14.00
 - 16.00
",Priced Below Range,Private Equity,Financial,Venture Capital,27.6854
0977894D US,United Financial Bancorp Inc/Old,77.6215,,19.1,,0,10,17.5,0,7/13/05,91030T109,1.4,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
AMSF US,AMERISAFE Inc,76.3717,0.7,17.9,4.6,17.4241,9,0,156.82,11/18/05,03071H100,1.2,2.07E+07,"9.00
 - 11.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,108.633
HAQ/U US,Altimmune Inc,75.2,-95.3,-475295,-54.3,10,8,0,80,7/29/05,42224H203,,,"6.00
 - 6.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
CBOU US,Caribou Coffee Co Inc,75.012,,,7.6,19.2621,14,-7.142857075,269.67,9/29/05,142042209,,,"13.00
 - 15.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
595967Z US,Quadrapoint Acquisition Corp,75,,,,15.625,0,,0, ,N.A.,,,"6.00
 - 6.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ESCH US,Eschelon Telecom Inc,75,20.5,-1,,14.6225,14,-6.071428776,204.72,8/4/05,296290109,2.7,,"13.00
 - 15.00
",Priced Within Range,Telecommunications,Communications,Telecom Services,
EIHI US,Eastern Insurance Holdings Inc,74.75,21.8,6.1,3.3,0,10,14.10000038,0,6/19/06,276534104,2.6,,"10.00
 - 10.00
",Priced Within Range,Insurance,Financial,Multi-line Insurance,
PWCK US,Prestwick Pharmaceuticals Inc,74.75,,,,0,0,,0, ,N.A.,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
CBEY US,Cbeyond Inc,73.5882,-5,-2.3,-6.5,25.5832,12,0,307,11/2/05,149847105,2,,"12.00
 - 13.00
",Priced Within Range,Telecommunications,Communications,Telecom Services,
589915Z US,DG Acquisition Corp,72,,,,15,0,,0, ,N.A.,,,"6.00
 - 6.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ITCA US,Intarcia Therapeutics Inc,70,,,,26.6489,0,,0, ,45820N102,,,"12.00
 - 14.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
MIPIQ US,Molecular Insight Pharmaceuticals Inc,70,,,-107.1,24.6396,14,0.6428571343,344.95,2/2/07,60852M104,,60738,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.240372
KNXA US,Kenexa Corp,69,,,-1.9,16.4279,12,0.4166666567,197.13,6/24/05,488879107,,,"14.00
 - 16.00
",Priced Below Range,Software,Technology,Applications Software,
2534229D US,Anna's Linens Inc,69,,,,0,0,,0, ,35714104,,, ,,Retail,"Consumer, Cyclical",Retail-Home Furnishings,
EMDUQ US,Equity Media Holdings Corp,69,,-144.1,-53.9,12.5,6,-15,75,9/9/05,294725205,,,"6.00
 - 6.00
",Priced Within Range,Media,Communications,Television,
GFNCU US,General Finance Corp,69,-5.7,2.2,3.1,10.5,8,3.625,84,4/5/06,369822200,2.5,,"8.00
 - 8.00
",Priced Within Range,Trucking&Leasing,Industrial,Transport-Equip&Leasng,
SKMD US,SkinMedica Inc,68.25,,,,16.4562,0,,0, ,83068P109,,,"11.00
 - 13.00
",,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
WEB US,Web.com Group Inc,68,5.4,7.1,3.2,16.4946,10,0.1000000015,164.95,11/1/05,94733A104,3,,"9.00
 - 11.00
",Priced Within Range,Internet,Communications,Web Hosting/Design,
IGCIU US,IGC Pharma Inc,67.827,47.6,-966.5,-86.6,13.9745,6,5.833333492,83.85,3/3/06,45408X209,-0.0883585,,"6.00
 - 6.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
1330386D US,Voyager Pharmaceutical Corp/Old,67.5,,,,46.4389,0,,0, ,929078202,-0.2,,"11.00
 - 15.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
ZUMZ US,Zumiez Inc,64.6875,1.5,-0.1,-0.2,13.1803,18,38.16666794,237.25,5/6/05,989817101,1,1.59E+07,"15.00
 - 17.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Sporting Goods,83.1137
3736439Z US,Intralinks Inc,64,,,,14.4699,0,,0, ,46116S102,,,"14.00
 - 16.00
",,Internet,Communications,Internet Applic Sftwr,
NXTM US,NxStage Medical Inc,63.25,7.5,-3.5,-1.5,21.0165,10,17.60000038,210.17,10/27/05,67072V103,0.0729167,,"11.00
 - 12.00
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
GGXY US,Golf Galaxy Inc,62.3,,,5,10.6364,14,32.92856979,148.91,7/29/05,381639103,,,"11.00
 - 13.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Sporting Goods,
CTRN US,Citi Trends Inc,61.985,0.6,-5.7,-8.8,11.995,14,12.14285755,167.93,5/18/05,17306X102,-0.4,8.55E+06,"12.00
 - 14.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Discount,103.285
TRXI US,TRX Inc,61.2,-12.9,2.6,14.2,17.6569,9,0,158.91,9/27/05,898452107,0.2,,"9.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,
GHDX US,Genomic Health Inc,60.2007,15.6,6.5,14.8,0,12,-2.083333254,0,9/29/05,37244C101,2.1,9.47E+06,"12.00
 - 14.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,25.2037
ACR US,ACRES Commercial Realty Corp,60,-10,14.6,1.4,17.8031,15,-6.666666508,267.05,2/7/06,00489Q102,2.5,4.35E+06,"15.00
 - 17.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,58.791
HDS/U US,Alpha Security Group Corp,60,,,0.7,0,10,-1.200000048,0,3/23/07,02078A209,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PRDX US,Predix Pharmaceuticals Holdings Inc,60,-98.7,-149169,,21.0299,0,,0, ,74038M300,,,"10.00
 - 12.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
BTC/U US,Community Bankers Trust Corp,60,-1.7,27.1,1.4,9.375,8,-1.875,75,6/5/06,203612205,,,"8.00
 - 8.00
",Priced Within Range,Banks,Financial,Commer Banks-Southern US,
ALLI US,Soleo Health Holdings Inc,59.8,,,4.4,11.895,13,26.92307663,154.63,6/22/05,19615103,,,"12.00
 - 14.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Drug Store,
VNDA US,Vanda Pharmaceuticals Inc,59.6419,3.1,-9.5,-2.9,21.8578,10,-3.200000048,218.58,4/12/06,921659108,-0.2,4.19E+07,"10.00
 - 10.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,71.8206
CHRXU US,CRC Parent Corp,58.65,,,0.3,10.625,6,3.166666746,63.75,10/24/05,163536204,,,"6.00
 - 6.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Pharmacy Services,
NCIT US,NCI Inc,58.5113,-3.2,2.9,2.7,5.62895,10.5,15.90476227,59.1,10/24/05,62886K104,1.2,,"10.00
 - 12.00
",Priced Within Range,Computers,Technology,Computer Services,
CYLUU US,Cyalume Technologies Holdings Inc,58.5,9,6.5,7.8,0,8,-1,0,4/24/07,232429209,0.3,,"8.00
 - 8.00
",Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,
DEKE LN,DIC Entertainment Holdings Inc,57.5092,,,,42.398,248,3.024193525,186.116, ,N.A.,,, ,,Entertainment,"Consumer, Cyclical",Motion Pictures&Services,
VETSU US,Pet DRx Corp,57.5,,,-77.5,8.75,8,3.75,70,3/17/06,715813200,,,"8.00
 - 8.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Veterinary Products,
PXIAU US,Phoenix India Acquisition Corp,56.6372,,,-0.8,7.1321,8,3.75,57.06,3/31/06,71907X201,0.1,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DXCM US,Dexcom Inc,56.4,11.3,14.2,9,25.1868,12,-2.166666746,302.24,4/14/05,252131107,2.5,3.87E+08,"12.00
 - 14.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Drug Delivery Systems,98.7168
