Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
0965087D US,SeaCube Container Leasing Ltd,109.25,17.3,23.3,2.8,19.5428,10,10,195.428,10/28/10,N.A.,5.1,,"16.00
 - 18.00
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Leasing Compan,
2513755D US,Masergy Communications Inc,107.8,-6.8,22.8,,16.83,0,,0, ,57475Q108,3.1,,"12.00
 - 14.00
",,Telecommunications,Communications,Networking Products,
AMBO US,Ambow Education Holding Ltd,106.77,2.5,3.2,,10.6772,10,-7.5,106.77,8/5/10,02322P309,0.00397523,31,"10.00
 - 12.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,0.00118278
SGNT US,Sagent Pharmaceuticals Inc,105.8,10.1,-6.8,-6.8,26.8502,16,24.375,429.6,4/20/11,786692103,-0.2,,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Generic Drugs,
KYAK US,KAYAK Software Corp,104.65,30.3,6.4,4.6,4.333,26,27.61538506,112.66,7/20/12,486577109,2,,"22.00
 - 25.00
",Priced Above Range,Internet,Communications,E-Commerce/Services,
KEYW US,KeyW Holding Corp/The,104.65,14.7,-4.4,-3.3,25.152,10,13.80000019,251.52,10/1/10,493723100,0.2,,"10.00
 - 12.00
",Priced Within Range,Computers,Technology,Computer Services,
IKAR US,Ikaria Inc,104,,,,42.411,0,,0, ,45173V107,,,"12.00
 - 13.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
WD US,Walker & Dunlop Inc,102.213,7.4,9.5,2.5,22.1112,10,-1,221.11,12/15/10,93148P102,3.9,3.08E+07,"14.00
 - 16.00
",Priced Below Range,Banks,Financial,Mortgage Banks,90.6294
1911157D US,Tangoe US Inc,100.855,12.4,1.3,-1.8,31.3957,10,16.5,313.96,7/27/11,87582Y108,0.5,,"9.00
 - 11.00
",Priced Within Range,Software,Technology,Applications Software,
4630980Z US,SS/L Holdings Inc,100,14.4,3.3,4,0,0,,0, ,N.A.,37268.2,, ,,Telecommunications,Communications,Telecommunication Equip,
HRZN US,Horizon Technology Finance Corp,100,-11.9,-5.6,-0.6,7.555,16,-2.5625,120.88,10/29/10,44045A102,0.1,4.12E+06,"18.00
 - 19.00
",Priced Below Range,Investment Companies,Financial,Investment Companies,10.2046
FCTN US,Force10 Networks Inc,100,,,,0,0,,0,8/26/11,34520N703,,, ,,Computers,Technology,Computers-Peripher Equip,
OFS US,OFS Capital Corp,100,-15.7,59.3,6.3,9.5787,15,-4.333333492,143.68,11/8/12,67103B100,2.4,4.54E+06,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,33.8665
BECM US,Beceem Communications Inc,100,214.3,-38.7,,0,0,,0, ,07557X109,,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
3655120Z US,SSL,100,,,,0,0,,0, ,N.A.,,, ,,Telecommunications,Communications,Telecommunication Equip,
2237996D US,Panther Premium Logistics Inc,100,,,,0,0,,0, ,N.A.,,, ,,Transportation,Industrial,Transport-Services,
GLAH US,Global Aviation Holdings Inc,100,,,-12.4,0,0,,0, ,37990V204,,3187, ,,Airlines,"Consumer, Cyclical",Airlines,0.0118767
RPSE US,ReSearch Pharmaceutical Services Inc,100,,,,0,0,,0, ,N.A.,,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
TELX US,Telx Group Inc/The,100,,,,0,0,,0, ,87973Q102,,, ,,Telecommunications,Communications,Networking Products,
ESCT US,Bruker Energy & Supercon Technologies Inc,100,,,,0,0,,0, ,11680F100,,, ,,Electrical Compo&Equip,Industrial,Superconductor Prod&Sys,
NMFC US,New Mountain Finance Corp,100,-0.8,30.5,3.5,11.5978,13.75,-5.454545498,159.47,5/20/11,647551100,0.3,4.00E+07,"14.00
 - 15.00
",Priced Below Range,Investment Companies,Financial,Investment Companies,37.0465
EPOC US,Epocrates LLC,98.624,-1.9,-3,-2.3,23.0864,16,37.25,369.38,2/2/11,29429D103,-0.1,,"13.00
 - 15.00
",Priced Above Range,Software,Technology,Medical Information Sys,
AMRSQ US,Amyris Inc,97.52,-21,-195.8,-77.8,41.228,16,3.125,659.65,9/28/10,03236M200,-1.6,6.07E+07,"18.00
 - 20.00
",Priced Below Range,Chemicals,Basic Materials,Chemicals-Specialty,16.2966
BHZN US,BioHorizons Inc,95.625,,,,19.6827,0,,0, ,09071D106,,,"15.00
 - 17.00
",,Healthcare-Products,"Consumer, Non-cyclical",Dental Supplies&Equip,
NPTN US,NeoPhotonics Corp,94.875,-21.7,-14,-2.1,23.4746,11,20.45454597,258.22,2/2/11,64051T100,-0.4,,"9.00
 - 11.00
",Priced Within Range,Telecommunications,Communications,Networking Products,
IPHI US,Inphi Corp,93.84,86.7,-8.7,-6,25.069,12,27.5,300.828,11/11/10,45772F107,3.1,1.44E+07,"10.00
 - 12.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,26.9158
ARBR US,ArborGen Inc,92.16,,,,28.0174,0,,0, ,03878Q105,,,"16.00
 - 18.00
",,Agriculture,"Consumer, Non-cyclical",Agricultural Operations,
2201743D US,IronPlanet Inc,92,,,,0,0,,0,8/3/12,463225102,,, ,,Internet,Communications,E-Commerce/Services,
AOSL US,Alpha & Omega Semiconductor Ltd,91.5477,-4.9,-1.6,-2,22.0875,18,-1.666666627,397.57,4/29/10,N.A.,0.9,2.27E+07,"17.00
 - 19.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,77.2299
MKTG US,Responsys Inc,91.0506,20.6,4.6,0.4,45.0746,12,28.33333397,540.9,4/21/11,761248103,0.5,,"8.50
 - 10.00
",Priced Above Range,Internet,Communications,Internet Infrastr Sftwr,
AMRC US,Ameresco Inc,90.3971,28.7,3.2,1.4,40.7462,10,1.700000048,407.46,7/22/10,2.36E+111,2.2,3.64E+07,"14.00
 - 16.00
",Priced Below Range,Electric,Utilities,Electric-Integrated,105.115
PSMI US,pSemi Corp,88.55,-0.7,-2,-16.3,0,14,5.071428776,0,8/8/12,71366R703,-0.4,,"14.00
 - 16.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,
LAB US,Standard BioTools Inc,86.2938,64,-79.6,-29.6,19.4234,13.5,3.85185194,262.22,2/10/11,34385P108,-0.4,3.14E+08,"13.50
 - 15.50
",Priced Within Range,Electronics,Industrial,Instruments-Scientific,82.9792
2227595D US,Ambit Biosciences Corp,86.25,53.6,-41.3,-35.5,0,0,,0, ,02318X100,-2.4,76500, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.424997
ECYT US,Endocyte Inc,86.25,,-78663,-17.8,29.5774,6,28.83333397,177.46,2/3/11,29269A102,-0.7,38098,"6.00
 - 6.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0464057
2513109D US,InvenSense Inc,86.25,12.4,-5,-11.8,79.323,7.5,18.66666603,594.92,11/16/11,46123D205,0.9,,"7.00
 - 8.50
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,
TPWR US,Tripwire Inc,86.25,,,5.2,0,0,,0, ,89675R107,,, ,,Computers,Technology,Computer Data Security,
TOWR US,Tower International Inc,86.2384,-20.9,3.1,0.8,19.102,13,0,248.326,10/15/10,891826109,8.3,,"15.00
 - 17.00
",Priced Below Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,
1824222D US,Corsair Components Inc,84,,,,17.1526,0,,0, ,22041D106,,,"12.00
 - 14.00
",,Computers,Technology,Computers-Peripher Equip,
RVA AU,REVA Medical Inc,83.5891,,15853.3,,327.006,1.1,13.63636112,353.739, ,N.A.,-0.4,9.80E+06, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,2.36063
1611155D LN,HaloSource Inc,80.0267,,,,73.7712,135,12.9629631,157.263, ,N.A.,,, ,,Home Furnishings,"Consumer, Cyclical",Appliances,
RHNO US,Rhino Resource Partners LP,76.4773,-26.7,-54.9,-46.4,12.8836,20.5,6.829268456,264.114,9/30/10,76218Y202,-0.7,1831,"19.00
 - 21.00
",Priced Within Range,Coal,Energy,Coal,0.0139999
RIV US,RiverNorth Opportunities Fund Inc,75,,,,0,20,-0.75,0,12/24/15,76881Y109,,7.77E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,36.2056
PTRT US,Portrait Innovations Holding Co,75,,,,0,0,,0, ,N.A.,,, ,,Retail,"Consumer, Cyclical",Retail-Photo Studio,
1898133D US,Body Central Corp,74.75,-8.8,-14.9,-68.1,16.1557,13,0,210.02,10/15/10,09689U201,-8.3,5850,"14.00
 - 16.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,0.352807
0961732D US,Sabre Industries Inc,74.25,,,,13.18,0,,0, ,78572W103,,,"10.00
 - 11.00
",,Metal Fabricate/Hardware,Industrial,Metal Processors&Fabrica,
ENV US,Envestnet Inc,72.45,0.4,-19.1,-13.5,31.5009,9,13.66666698,283.51,7/29/10,29404K106,2.8,270280,"9.00
 - 10.00
",Priced Within Range,Software,Technology,Computer Software,0.488347
UBPSU US,NCR Payment Solutions Corp,72,34.9,-4,-0.6,15,6,0,90,5/10/11,913384202,0.1,,"6.00
 - 6.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Credit Card,
BGMD US,BG Medicine Inc,71.25,-43.8,-338.6,-144,17.715,0,,0,12/16/10,08861T206,-0.3,21,"13.00
 - 15.00
",,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,0.000184626
RNET US,RigNet Inc,69,-14.4,-22,-21.1,15.2946,12,4.583333492,183.54,12/15/10,766582100,1.5,5.00E+06,"14.00
 - 16.00
",Priced Below Range,Telecommunications,Communications,Telecom Services,23.7926
BSFT US,BroadSoft Inc,67.5,22.2,0.2,-1.5,24.6066,9,-7.777777672,221.46,6/16/10,11133B409,2.2,,"9.00
 - 11.00
",Priced Within Range,Software,Technology,Communications Software,
1878384D US,Anacor Pharmaceuticals Inc,66.9133,298.1,-74.3,-34,27.997,5,1.799999952,139.99,11/24/10,32420101,-1.2,,"5.00
 - 5.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
1873939D US,Fortegra Financial Corp,66,35.7,6.5,3,20.2567,11,0,222.82,12/17/10,34954W104,2,,"11.00
 - 11.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,
SQI US,SciQuest Inc,65.55,3.3,1.7,1.2,21.2325,9.5,29.15789413,201.71,9/24/10,80908T101,0.6,,"9.50
 - 11.50
",Priced Within Range,Software,Technology,Applications Software,
0773834D US,Clarus Therapeutics Inc,65,,,,18.1436,0,,0, ,182717108,-59.4,,"11.00
 - 13.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
0882565D US,Sizmek Technologies Inc,62.2576,,,9.2,18.3153,11.5,-8.695652008,210.63,8/11/10,58449C100,,,"14.00
 - 16.00
",Priced Below Range,Advertising,Communications,Advertising Services,
RPLY US,Reply! Inc,60,,,,0,0,,0,2/1/12,76028Q100,,, ,,Advertising,Communications,Advertising Agencies,
GMANQ US,G-Estate Liquidation Stores Inc,58.9286,2.2,-0.6,-4,18.7031,11,0.2727272809,205.73,8/5/10,36165B100,0.4,1.31E+06,"13.00
 - 15.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Discount,6.6533
ZGNX US,Zogenix Inc,57.746,498.7,-278.3,-40.6,34.0003,4,-0.5,136,11/23/10,98978L204,-3.3,2.34E+07,"4.00
 - 4.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,41.6131
OCRX US,Ocera Therapeutics Inc,57.4,357.8,-4416.2,-97.8,23.709,4,0,94.836,4/4/11,67552A108,-1,,"11.00
 - 13.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
AEGR US,Aegerion Pharmaceuticals Inc,54.625,-5.7,-74,-43.4,16.8532,9.5,13.68421078,160.11,10/22/10,7.67E+104,,,"9.50
 - 9.50
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
1708781D US,Complete Genomics Inc,54,106,-374,-69.6,25.8091,9,-10.77777767,232.282,11/11/10,20454K104,-1.6,,"9.00
 - 9.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
CNVO US,Convio LLC,53.1234,,,16.3,17.2754,9,13.77777767,155.48,4/29/10,21257W105,,181.236,"10.00
 - 12.00
",Priced Below Range,Software,Technology,Enterprise Software/Serv,0.000958319
SUPN US,Supernus Pharmaceuticals Inc,52.2463,8.9,11.1,5.5,24.3613,5,7.400000095,121.81,5/1/12,868459108,3.1,6.42E+07,"5.00
 - 5.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,114.959
ELLI US,Ellie Mae Inc,50.6614,15.1,4.7,2.5,20.4001,6,12.83333302,122.4,4/15/11,28849P100,3.5,,"6.00
 - 6.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,
VLTC US,Voltari Corp,50,382.6,-98.2,-9.9,38.5926,10,-7.400000095,385.93,6/18/10,92870X309,0.0217903,1,"10.00
 - 11.00
",Priced Within Range,Advertising,Communications,Advertising Services,1.11E-05
3537463Z US,Fallbrook Technologies Inc,50,,,,0,0,,0,4/29/11,N.A.,,, ,,Miscellaneous Manufactur,Industrial,Miscellaneous Manufactur,
GFLY US,Gamefly Inc,50,28,4.8,,0,0,,0,2/10/11,364668103,0.9,, ,,Retail,"Consumer, Cyclical",Retail-Video Rental,
1876917D US,NuPathe Inc,50,,,-231.3,14.5462,10,-3.900000095,145.46,8/6/10,67059M100,-1.3,,"10.00
 - 10.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
HZNP US,Horizon Therapeutics Plc,49.5,12.4,14.3,4.8,19.528,9,1.666666627,175.75,7/28/11,N.A.,5.4,1.47E+08,"10.00
 - 12.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,64.335
APTS US,Preferred Apartment Communities Inc,46.0736,-9.9,4.5,0.3,5.1441,10,-1.5,51.44,4/1/11,74039L103,3.5,,"10.00
 - 10.00
",Priced Within Range,REITS,Financial,REITS-Diversified,
3638 TT,Integrated Memory Logic Ltd,45.8041,-31,21.6,6.2,71.9414,143,69.93006897,325.048, ,N.A.,0.2,,"138.00
 - 155.00
",Priced Within Range,Semiconductors,Technology,Semicon Compo-Intg Circu,
LUMO US,Lumos Pharma Inc,43.4,34.6,-1659.3,-107,18.0219,7,1.142857194,126.153,11/11/11,55028X109,-3.8,385683,"10.00
 - 12.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,4.45948
PCRX US,Pacira BioSciences Inc,42,3.8,-14.2,-6.3,17.2329,7,0.2857142985,120.63,2/3/11,695127100,4.1,5.35E+07,"7.00
 - 7.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,115.649
TLPH US,Talphera Inc,40,,,-67.3,19.372,5,-9,96.86,2/11/11,00444T209,-0.4,1.28E+07,"5.00
 - 5.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,74.9747
LLAQU US,L&L Acquisition Corp,40,,,,5,10,0,50,11/22/10,50161R209,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GNF CN,Greenfields Petroleum Corp,39.6589,-7.5,-42.4,-7,14.866,8.5,5.882352829,121.053, ,N.A.,4.6,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
EACIQ US,Erickson Inc,38.4,-14.1,-29.1,-10.8,9.603,8,0,76.82,4/11/12,29482P100,1.5,,"8.00
 - 9.00
",Priced Within Range,Transportation,Industrial,Transport-Air Freight,
OXLC US,Oxford Lane Capital Corp,37.1,,,,1.8613,20,-1.5,37.23,1/20/11,691543102,,1.60E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,5.01405
NVSL US,Naugatuck Valley Financial Corp,36.5,11.1,4.7,0.4,0,0,,0, ,63906P107,0.8,,"8.00
 - 8.00
",,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
STND US,Standard AVB Financial Corp,34.7817,-4.2,20.6,0.7,0,10,19,0,10/7/10,85303B100,2.1,253588, ,,Banks,Financial,Commer Banks-Eastern US,5.31218
CTP US,CTPartners Executive Search Inc,34.5001,31.6,1.8,1.2,7.17695,13,,93.3,12/8/10,N.A.,,,"12.00
 - 14.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Human Resources,
GNMK US,GenMark Diagnostics Inc,27.6,94.9,-10.8,-11.1,11.6235,6,-10,69.74,5/28/10,372309104,0.0908189,,"6.00
 - 7.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
ONBI US,One Bio Corp,27.2727,,,12.3,10.704,0,,0,1/25/11,682323209,,,"5.00
 - 6.00
",,Miscellaneous Manufactur,Industrial,Miscellaneous Manufactur,
9866447Z US,Healthway Shopping Network Inc,27,,,,197.6,0,,0, ,N.A.,,,"2.00
 - 2.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Vitamins&Nutrition Prod,
SMGIU US,SMG Industries Inc,25.4238,36.2,-16.3,-16.4,6.7656,5,0,33.83,5/5/11,78454K201,-0.0199288,,"5.00
 - 5.00
",Priced Within Range,Transportation,Industrial,Transport-Truck,
MUNFL US,Muni Funding Co of America LLC,25,,,,0,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Finance-Other Services,
IASO US,IASO Pharma Inc,22,,-66568.7,,6.69,0,,0, ,44925K105,-41268.3,,"4.50
 - 5.50
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
CRSC US,CastleRock Security Holdings Inc,21.8182,-5.8,-65,,4.21818,0,,0, ,N.A.,131,,"10.00
 - 12.00
",,Electronics,Industrial,Electronic Secur Devices,
ATOSU US,Atossa Therapeutics Inc,21,,,-29.5,9.0001,0,,0, ,N.A.,-0.1,,"5.00
 - 7.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
ASMB US,Assembly Biosciences Inc,20.01,298.1,-140.8,-31.3,7.1814,6,5,43.09,12/17/10,45396207,-8.5,1.27E+06,"6.00
 - 7.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,16.9889
CHVPF US,China VantagePoint Acquisition Co,18.975,,,-2.4,3.5375,6,-0.1666666716,21.23,2/22/11,N.A.,-0.0664783,,"6.00
 - 6.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FULL US,Full Circle Capital Corp,18,-9.1,-55.6,-7,6.1914,9,-1.111111164,55.72,9/1/10,359671104,1.7,,"8.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
1890494D US,SP Bancorp Inc,17.25,-9.2,9.4,0.1,0,10,-6,0,11/1/10,78468K106,5.4,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,
KIPS US,Kips Bay Medical Inc,16.5,-35.3,-6675,-114.2,15.6443,8,-0.875,125.15,2/11/11,49726K105,-0.1,,"8.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
3664 TT,Array Inc,16.1704,15.3,0.4,0.3,0,48,15.625,0, ,N.A.,-0.1,2.12E+07,"43.00
 - 50.00
",Priced Within Range,Telecommunications,Communications,Networking Products,37.3087
CTNA US,Cutanea Life Sciences Inc,16.1,,,,3.8898,0,,0, ,23210P102,,,"6.00
 - 7.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Wound/Burn & Skin Care,
SANWU US,S&W Seed Co,15.4,-17.7,-49.6,-32.7,5.8,11,-2.727272749,63.8,5/4/10,785135203,-0.1,,"10.00
 - 12.00
",Priced Within Range,Agriculture,"Consumer, Non-cyclical",Agricultural Operations,
3603062Z US,Formula Acquisition Corp,15,,,,2.34375,0,,0, ,N.A.,,,"8.00
 - 8.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
WAV US,Wave2Wave Communications Inc,14.025,,,,12.187,0,,0,2/10/11,94354D106,,,"4.25
 - 4.25
",,Telecommunications,Communications,Telecom Services,
SAU CN,St Augustine Gold and Copper Ltd,13.3476,,,-0.8,87.5,0.2,75,16.6845, ,N.A.,-0.000549929,5.32E+08, ,,Mining,Basic Materials,Metal-Diversified,52.6452
900100 KS,Ameridge Corp,12.3127,-52.6,-84.1,-60.8,0,7500,70,0, ,N.A.,-0.0724917,6.86E+06,"6,000.00
 - 7,700.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,16.2555
VRNG/U US,XWELL Inc,11.0032,12.5,-49.7,-52.3,5.09228,4.6,-3.260867596,23.42,6/22/10,92911N203,-2.3,,"4.50
 - 5.50
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
FDM AU,Freedom Oil and Gas Ltd,7.61829,430.2,-4.2,-253.1,303.591,0.2,9.999998093,51.1141, ,N.A.,0.00938132,3.00E+06, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.278546
ELMD US,Electromed Inc,7.6,13.8,9.4,13.6,8.0879,4,-0.5,32.3516,8/13/10,285409108,1,4.44E+06,"4.00
 - 6.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,51.9136
0659051D US,Vecast Inc,6.6,-40.9,-168.6,,40.7524,0,,0, ,N.A.,-0.0234312,,"6.60
 - 6.60
",,Media,Communications,Cable/Satellite TV,
0562917D US,Allies Ltd,6.5687,,,,57.2995,0,,0, ,N.A.,,,"0.90
 - 0.90
",,Investment Companies,Financial,Investment Companies,
FMTB US,Fairmount Bancorp Inc,5.75,,9.1,0.3,0,10,1,0,6/1/10,305468100,2.8,,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,
ASCK US,Auscrete Corp,3.5227,,,-248.2,11.7425,0,,0, ,52108602,-0.00466563,,"0.30
 - 0.30
",,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,
PEOP US,Peoples Federal Bancshares Inc,3.38,2.2,7.5,0.1,0,0,,0,7/7/10,711037101,0.7,,"10.00
 - 10.00
",,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
LVDW US,LiquidValue Development Inc,2.5,,,,15,0,,0,10/23/13,53635M103,-0.0010946,,"0.50
 - 0.50
",,Real Estate,Financial,Real Estate Oper/Develop,
ZMMM US,Zoom Cos Inc,2.4,505.1,-285.1,-157.3,17.1138,0,,0, ,98979M102,-0.0255753,,"0.40
 - 0.40
",,Media,Communications,Multimedia,
4621071Z US,Grubb & Ellis AGA US Realty Income Fund,1.5,,,,0,0,,0, ,N.A.,,,"15.00
 - 15.00
",,Closed-end Funds,Financial,Closed-end Funds,
3542197Z CN,Genesis Hydrogen Systems Inc,1.44,,,,22.4428,0.2,,4.3104, ,N.A.,,, ,,Miscellaneous Manufactur,Industrial,Miscellaneous Manufactur,
9124178Z US,OICco Acquisition II Inc,1,,,,18,0,,0, ,N.A.,-0.0003125,,"0.10
 - 0.10
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
3888886Z US,Cohen & Steers MLP Fund Inc,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
3891397Z US,Steelpath Energy Infrastructure Investment Co,1,,,,0.05,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Investment Companies,Financial,Investment Companies,
7915593Z US,Invesco Floating Rate Corporate Credit Fund,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
4134799Z US,Guggenheim Credit Opportunities Fund,0.7826,,,,0,0,,0, ,40167A102,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
8382518Z US,Wildcap Energy Inc,0.68,,,,10.63,0,,0, ,N.A.,,,"1.00
 - 1.00
",,Miscellaneous Manufactur,Industrial,Miscellaneous Manufactur,
SPN CN,Snipp Interactive Inc,0.606815,23.8,-11,-10.4,10,0.1,29.99999809,1.003, ,83306Y102,-0.00494433,5.35E+07, ,,Advertising,Communications,Advertising Services,18.6821
PSYB/H CN,PsyBio Therapeutics Corp,0.538219,,,-322.2,7.745,0.1,29.99999809,0.721875, ,693697104,-0.0236341,2.99E+06, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,3.56837
EMPO US,Empowered Products Inc,0.5,-3,-22.7,-29.5,0,0.1,43900,0,12/8/10,29246G107,-0.000464796,,"0.10
 - 0.10
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Wound/Burn & Skin Care,
CKT CN,Cricket Media Group Ltd,0.46151,-9,-70.7,,9.37398,0.1,9.999998093,0.913304, ,226568103,,, ,,Internet,Communications,Internet Content-Info/Ne,
8260519Z US,Acquisition Capital Group Inc,0.45,,,,6.5,0,,0, ,N.A.,,,"0.30
 - 0.30
",,Real Estate,Financial,Real Estate Oper/Develop,
MTVX US,APT MotoVox Group Inc,0.4,,,,112.427,0,,0,4/19/12,00191J107,,,"0.05
 - 0.05
",,Holding Companies-Divers,Diversified,Diversified Operations,
ANFD US,American Realty Funds Corp,0.385569,,,,10.099,0,,0,6/23/11,02917A105,-0.060634,,"0.40
 - 0.40
",,Real Estate,Financial,Real Estate Oper/Develop,
CLOQ US,Cyberloq Technologies Inc,0.33475,,,,0,0,,0,5/25/12,23249K108,,,"0.10
 - 0.10
",,Computers,Technology,Computer Data Security,
0222034Z US,Bulk Storage Software Inc,0.3133,,,,22.0331,0,,0, ,N.A.,,,"0.25
 - 0.25
",,Software,Technology,Enterprise Software/Serv,
8291195Z US,OICco Acquisition III Inc,0.25,,,,0,0,,0, ,N.A.,,,"0.03
 - 0.03
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AFH CN,Atlas Financial Holdings Inc,0.2417,-49.3,-117.1,-21.6,10.7,0.1,19.99999809,1.03448, ,N.A.,,3.76E+06, ,,Insurance,Financial,Property/Casualty Ins,21.3193
RPN CN,Alpine Summit Energy Partners Inc,0.2374,,,,4.5,0.1,29.99999809,0.42732, ,75687A109,-9.60E-05,, ,,Oil&Gas,Energy,Oil&Gas Drilling,
XSF CN,XS Financial Inc,0.213488,54.2,-55.7,-3.8,4.2,0.1,105,0.407568, ,983861105,0.00584184,169000, ,,Diversified Finan Serv,Financial,Finance-Leasing Compan,0.223763
LIP CN,Lipari Energy Inc,0.19952,-7,-10,-6.3,5.54,0.1,9.999998093,0.54868, ,536300106,0.3,, ,,Coal,Energy,Coal,
MMED CN,Mind Medicine MindMed Inc,0.19406,,,-50.9,4,0.1,100,0.38812, ,60255C885,-1.1,5.26E+07, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,69.8282
0293821Z US,OICco Acquisition IV Inc,0.18,,,,9,0,,0, ,N.A.,,,"0.02
 - 0.02
",,N.A.,N.A.,N.A.,
1667263D US,Vaporin Inc,0.15999,,,-129.1,12.333,0,,0,10/26/11,92210U205,-0.6,,"0.03
 - 0.03
",,Agriculture,"Consumer, Non-cyclical",Tobacco,
