Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
HTY US,John Hancock Tax-Advantaged Global Shareholder Yield Fund,187,,,,0,20,1,0,9/26/07,41013P749,,1.88E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,17.2289
N US,NetSuite Inc,185.38,33.2,-16.8,-11.5,60.4407,26,36.53845978,1571.46,12/20/07,64118Q107,1.2,,"19.00
 - 22.00
",Priced Above Range,Software,Technology,Applications Software,
FFNW US,First Financial Northwest Inc,184,-0.9,2.8,0.0731065,0,0,,0,10/10/07,32022K102,0.1,5.61E+06,"10.00
 - 10.00
",,Savings&Loans,Financial,S&L/Thrifts-Western US,60.7583
HNW US,Pioneer Diversified High Income Fund Inc,182.5,,,,0,25,-100,0,5/25/07,723653101,,2.46E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,29.5416
GOF US,Guggenheim Strategic Opportunities Fund,182,,,,0,20,0,0,7/27/07,40167F101,,2.41E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,14.1396
2147946D US,Pioneer Southwest Energy Partners LP,180.262,-12.9,57.8,18.8,30.0087,19,3.421052694,570.17,5/1/08,72388B106,2.7,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
FETIX US,Federated Enhanced Treasury Income Fund,178,,,,0,20,-100,0,1/27/10,31420C589,,,"20.00
 - 20.00
",Priced Within Range,Debt Fund,Funds,Government/Agency,
9999996D US,Ulta Salon Cosmetics & Fragrance Inc,176.77,,,,56.6731,18,65.66666412,1020.12,10/25/07,N.A.,,,"17.00
 - 18.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Perfume&Cosmetics,
SRV US,NXG Cushing Midstream Energy Fund,175,,,,0,20,-0.5,0,8/27/07,231631300,,819694,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,18.5188
NGZ US,AllianzGI Global Equity & Convertible Income Fund,175,,,,0,25,0,0,9/26/07,01882W100,,,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
PNA US,PNA Group Holding Corp,175,,,,0,0,,0, ,N.A.,,, ,,Iron/Steel,Basic Materials,Steel-Producers,
1034452D US,NameMedia Inc,172.5,,,,0,0,,0, ,62987A104,,, ,,Internet,Communications,Internet Applic Sftwr,
MLS US,Milestone AV Technologies Inc,168,56.7,5.8,,33.9024,0,,0, ,599346103,,,"12.00
 - 14.00
",,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,
VRSZQ US,Verso Corp,168,-5.9,-0.2,-0.2,52.0466,12,-16.66666603,624.56,5/15/08,92531L108,5.8,,"12.00
 - 12.00
",Priced Within Range,Forest Products&Paper,Basic Materials,Paper&Related Products,
3503850Q US,McLeod USA LLC,165.75,,,,37.9,0,,0, ,582266888,,,"13.00
 - 15.00
",,Telecommunications,Communications,Telecom Services,
QELP US,Quest Energy Partners LP,163.8,,,-100.9,12.3015,18,-8.333333015,221.43,11/9/07,74836B209,,,"19.00
 - 21.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
7580756Z US,Amaizing Energy Holding Co LLC,162.857,,,,0,0,,0, ,N.A.,,,"1.40
 - 1.90
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
IID US,Voya International High Dividend Equity Income Fund,162.5,,,,0,20,-1.149999976,0,9/26/07,92912Y109,,2.01E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.6634
PROJ US,Deltek Inc,162,21.7,-1,2.6,43.034,18,-0.277777791,774.61,11/1/07,24784L105,0.8,,"17.00
 - 19.00
",Priced Within Range,Software,Technology,Applications Software,
CRPu CN,Ceres Global Ag Corp,160.555,-11.2,1,0.6,0,12,0,0, ,156770208,,, ,,Agriculture,"Consumer, Non-cyclical",Agricultural Operations,
4128405Q US,MediaTech Investment Corp,160,,,,11.4373,0,,0, ,58448L101,,,"14.00
 - 16.00
",,Investment Companies,Financial,Investment Companies,
1019024Z US,Brand and Services Acquisition Corp,160,,,,0,0,,0, ,10524Q207,,,"16.00
 - 16.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CCSM US,CCS Medical Holdings Inc,160,,,,37.9353,0,,0, ,1.25E+110,,1.20E+07,"14.00
 - 16.00
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,31.7031
BKCC US,BlackRock Capital Investment Corp,160,38.7,32.6,4.3,51.1559,16,-9.0625,818.49,6/27/07,92533108,-0.1,5.04E+06,"16.00
 - 18.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,6.94997
FHO US,First Trust Strategic High Income Fund III,155,,,,0,20,0,0,3/28/07,33735C106,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
NHC CN,Nobilis Health Corp,153.989,4.8,1.2,0.4,12.0877,12.25,7.755102158,133.9, ,65500B103,0.3,4.74E+06, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,6.06252
DUF US,Deerfield Duff & Phelps LLC,152.72,22.1,4.5,3.3,12.92,16,14.6875,206.72,9/28/07,26433B107,2.7,,"16.50
 - 18.50
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,
0912060D US,Prometheus RxDx Corp,151,,,,0,0,,0, ,74344H102,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
BWY US,Mauser Packaging Solutions Holding Co,150.588,,,-8.6,21.5859,15,-2.666666746,323.79,6/13/07,12429T104,,,"16.00
 - 18.00
",Priced Below Range,Packaging&Containers,Industrial,Containers-Metal/Glass,
1028175Z US,REG Biofuels Inc,150,,,,0,0,,0, ,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
GLE/U US,Global Alternative Asset Management Inc,150,,,,0,0,,0, ,37949C208,,,"10.00
 - 10.00
",,Investment Companies,Financial,Investment Companies,
DCW US,DCW Total Return Fund,150,,,,0,20,0.05000000075,0,6/27/07,23317C103,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
HUTCU US,Verizon Telematics Inc,150,76.6,-113.9,-66.9,0,10,0,0,1/14/08,444486203,-0.4,,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,
3459881Q US,Golub Capital Partners LLC,150,,,,0,0,,0, ,N.A.,,, ,,Private Equity,Financial,Private Equity,
VSI US,Vitamin Shoppe Inc,150,-2.8,-0.3,-1.4,0,0,,0, ,9.28E+105,3.8,, ,,Retail,"Consumer, Cyclical",Retail-Vitamins/Nutr Sup,
DQQ/U US,Dellacorte Acquisition Corp,150,,,,15,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DNBK US,Danvers Bancorp Inc,149.5,29.8,18.4,,0,10,-2.400000095,0,1/10/08,236442109,1.3,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
TGH US,Textainer Group Holdings Ltd,148.5,-10.6,25,2.7,47.6046,16.5,3.030303001,785.48,10/10/07,N.A.,15,1.37E+07,"19.00
 - 21.00
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,33.0607
1766488D US,CDM Resource Partners LP,147,,,,8.05,0,,0, ,N.A.,,,"19.00
 - 21.00
",,Oil&Gas Services,Energy,Oil-Field Services,
8249434Q US,Starent Networks Corp,145.381,,,11,63.9977,12,16.75,767.97,6/5/07,85528P108,,,"9.00
 - 11.00
",Priced Above Range,Telecommunications,Communications,Networking Products,
TYPE US,Monotype Imaging Holdings Inc,144.713,4.6,4.9,5,34.0587,12,0.4166666567,408.7,7/25/07,61022P100,0.5,4.22E+06,"13.00
 - 15.00
",Priced Below Range,Software,Technology,Computer Graphics,10.2229
1870259D US,Classmates Media Corp,144,,,,12,0,,0, ,182742106,,,"10.00
 - 12.00
",,Internet,Communications,E-Commerce/Services,
0908211D US,ViewSonic Corp,143.75,,,,0,0,,0, ,92672T100,,, ,,Computers,Technology,Computers-Peripher Equip,
GPH/U US,Golden Pond Healthcare Inc,143.75,,,-0.1,0,8,0,0,11/7/07,38116J208,0.0119144,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
OSP US,OSG America LP,142.5,,,-8.7,15,19,-0.7894737124,285,11/9/07,671028108,,,"19.00
 - 21.00
",Priced Within Range,Transportation,Industrial,Transport-Marine,
OCSL US,Oaktree Specialty Lending Corp,141.2,0.6,15.1,1.7,22.6143,14.12,-14.16430569,319.31,6/12/08,67401P405,0.2,3.97E+07,"14.12
 - 15.12
",Priced Within Range,Investment Companies,Financial,Investment Companies,48.2321
HGGG US,hhgregg Inc,140.156,-7.9,-2.8,-22.6,32.2416,13,11.92307663,419.14,7/20/07,42833L108,-0.7,10400,"15.00
 - 17.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Appliances,0.0373991
FAV US,First Trust Dividend and Income Fund,138,,,,0,20,0,0,9/21/07,33731L100,,3.52E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,42.5866
HIA/U US,Highlands Acquisition Corp,138,,,0.0426666,16.8,10,0,168,10/3/07,430880203,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
KHA/U US,KBL Healthcare Acquisition Corp III,138,,,-0.7,0,8,2.375,0,7/20/07,48241N206,-0.0882335,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2536354D US,Tortoise Power and Energy Infrastructure Fund Inc,137,,,,0,20,0,0,7/29/09,89147X104,,1.23E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,8.71619
OGP US,OGE Enogex Partners LP,135,,,,12.5907,0,,0, ,67085V108,,,"16.00
 - 18.00
",,Pipelines,Energy,Pipelines,
BHL US,BlackRock Defined Opportunity Credit Trust,133.5,,,,0,15,0,0,1/29/08,09255Q105,,57212,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,0.632593
VITC US,Vitacost.com Inc,132,15.7,-3.5,-11.2,27.5227,12,0.4166666567,330.27,9/24/09,92847A200,-0.1,,"11.00
 - 13.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,
1885807D US,athenahealth Inc,130.137,12.6,4.3,8.7,31.6004,18,97.22222137,568.81,9/20/07,04685W103,6,1.27E+06,"14.00
 - 16.00
",Priced Above Range,Software,Technology,Medical Information Sys,3.08518
2333652Z US,Source Photonics Inc,130,,,,0,0,,0, ,N.A.,,, ,,Telecommunications,Communications,Telecom Eq Fiber Optics,
DDUP US,Data Domain Inc,127.478,,,5.9,52.8813,15,66.33333588,793.22,6/26/07,23767P109,,,"11.50
 - 13.50
",Priced Above Range,Computers,Technology,Computers-Memory Devices,
PODD US,Insulet Corp,125.475,22,20.1,14.7,26.298,15,6.400000095,394.47,5/15/07,45784P101,6.1,8.85E+07,"14.00
 - 16.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Patient Monitoring Equip,126.024
ICMX US,INTCOMEX Inc,125,11.1,0.1,-2.4,0,0,,0, ,45809N107,-60.7,, ,,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
CHCS US,Critical Homecare Solutions Holdings Inc,125,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,
EQLX US,EqualLogic Inc,125,,,,0,0,,0, ,29440V108,,, ,,Computers,Technology,Computers-Memory Devices,
2339927Z US,Consumer Partners Acquisition Corp,125,,,,0,0,,0, ,21050R204,,,"20.00
 - 20.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2312959Z US,Lank Acquisition Corp,125,,,,12.5,0,,0, ,51589P205,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
NZ US,Netezza LLC,124.2,,,3.4,56.9811,12,44.91666794,683.77,7/19/07,64111N101,,,"9.00
 - 11.00
",Priced Above Range,Software,Technology,Computer Software,
LRN US,Stride Inc,124.2,11,10,14,27.2082,18,36.38888931,489.75,12/13/07,86333M108,6.5,5.48E+07,"16.00
 - 18.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,125.763
SFSF US,SuccessFactors Inc,124.085,,,,51.3623,10,32.5,513.62,11/20/07,864596101,,,"8.00
 - 10.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,
CTCT US,Constant Contact Inc,123.28,16.2,4.3,5.9,27.4554,16,72.75,439.29,10/3/07,210313102,1.8,,"12.00
 - 14.00
",Priced Above Range,Software,Technology,Applications Software,
0878522D US,Crestwood Midstream Partners LP/Old,120.75,3.9,14.8,1.4,11.5886,21,0,243.36,8/7/07,226372100,1.9,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
1416528D US,Cardtronics Inc,120,,,,38.5662,10,-5,385.66,12/11/07,14161H108,,,"14.00
 - 16.00
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
1519521D LN,Boyd Watterson Holding Co,120,8.9,-25.5,-4.6,0,6,-4.166666508,0, ,N.A.,0.0899961,, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
1919857D US,Pogo Jet Inc,115.5,,,,10.6323,0,,0, ,73044L108,,,"12.50
 - 16.50
",,Airlines,"Consumer, Cyclical",Airlines,
9903653D US,TechTarget Inc,115.115,-22.7,1.9,-1.7,39.0595,13,13.76923084,507.77,5/16/07,87874R100,2.5,208817,"12.00
 - 14.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,0.714269
CYS US,CYS Investments Inc,115.115,104.8,52,0.3,18.2335,11,5,200.57,6/12/09,12673A108,1.6,,"11.00
 - 13.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
OESX US,Orion Energy Systems Inc,115,17,-12.8,-12.3,26.5531,13,64.69230652,345.19,12/19/07,686275108,-0.3,1.77E+07,"12.00
 - 14.00
",Priced Within Range,Electrical Compo&Equip,Industrial,Lighting Products&Sys,53.7619
1841188D US,Allegro MicroSystems LLC,115,,,,0,0,,0, ,17489105,,, ,,Semiconductors,Technology,Semicon Compo-Intg Circu,
1950726D US,CreditCards.com Inc,115,,,,0,0,,0, ,22546J103,,, ,,Internet,Communications,E-Commerce/Services,
NSPH US,Nanosphere Inc,112.7,47.4,-145.1,-78.4,22.169,14,14.28571415,310.37,11/1/07,63009F204,-3.5,,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
REXXQ US,Rex Energy Corp,112.2,47.6,-31.3,-13.6,30.7947,11,-7.909090996,338.74,7/25/07,761565506,3.8,,"11.00
 - 13.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
ENOC US,Enel X North America Inc,112.125,1,-12.4,-21.1,17.9706,26,19.73077011,467.24,5/17/07,292764107,-1.5,8935,"23.00
 - 25.00
",Priced Above Range,Electric,Utilities,Electric-Distribution,0.0285016
LLFLQ US,LL Flooring Holdings Inc,110,-18.5,-11.4,-21.9,26.7521,11,-11.27272701,294.27,11/9/07,55003T107,0.7,7.51E+06,"12.00
 - 14.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Floor Coverings,24.5549
PZN US,Pzena Investment Management Inc,109.8,43.8,9.3,5,6.11177,18,11.61111069,110.01,10/25/07,74731Q103,4.4,2.70E+06,"16.00
 - 18.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,16.1567
CROS US,Cross Match Technologies Inc,108.333,,,,28.997,0,,0, ,22754T108,,,"11.00
 - 13.00
",,Electronics,Industrial,Identification Sys/Dev,
JAZZ US,Jazz Pharmaceuticals PLC,108,6.1,13.7,4.7,24.5506,18,-1.5,441.91,6/1/07,N.A.,22.5,6.69E+07,"20.00
 - 21.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,110.098
RBCN US,Rubicon Technology Inc,107.87,-11.6,26,5,19.2396,14,25,269.35,11/16/07,78112T206,-0.2,469512,"12.00
 - 14.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,19.4797
7586674Q US,3PAR Inc,107.835,,,-1.6,60.2182,14,12.5,843.05,11/16/07,88580F109,,,"11.00
 - 13.00
",Priced Above Range,Computers,Technology,Computer Services,
APEI US,American Public Education Inc,107.812,4,2.5,2.8,17.7519,20,79.59999847,355.04,11/8/07,02913V103,2.7,1.76E+07,"18.00
 - 19.00
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Schools,97.7797
IQNT US,Inteliquent Inc,107.064,12.7,15.3,16.4,30.5672,14,44.8571434,427.94,11/1/07,45825N107,1.4,4845,"11.00
 - 13.00
",Priced Above Range,Telecommunications,Communications,Telecom Services,0.0140383
GEOV US,GeoVera Insurance Holdings Ltd,106.2,,,,21.4666,0,,0, ,N.A.,,,"16.00
 - 18.00
",,Insurance,Financial,Property/Casualty Ins,
AREXQ US,Approach Resources Inc,105.8,5.9,-18.6,-4.5,20.4058,12,4.916666508,244.87,11/8/07,03834A103,0.3,,"14.00
 - 16.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
CAVM US,Cavium LLC,104.794,63.1,-7,-3.8,39.5705,13.5,21.85185242,534.2,5/2/07,14964U108,2.1,,"12.00
 - 13.00
",Priced Above Range,Semiconductors,Technology,Electronic Compo-Semicon,
BLRC US,BlueArc Corp,103.5,,,,0,0,,0, ,N.A.,,, ,,Computers,Technology,Computers-Memory Devices,
JMP US,JMP Group LLC,101.189,4.8,-3.8,15.7,21.9999,11,11.81818199,242,5/11/07,46629U107,1.3,,"10.50
 - 12.50
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,
ZINCQ US,American Zinc Recycling LLC,100.747,-8.5,-160.3,-118.3,34.0437,18,3.333333254,612.79,8/9/07,440694305,-1.2,123170,"18.00
 - 20.00
",Priced Within Range,Mining,Basic Materials,Non-Ferrous Metals,0.204084
SCOR US,comScore Inc,100.568,-4.1,-16.9,-13,28.1803,16.5,42.24242401,464.97,6/27/07,20564W204,3.6,2.70E+06,"14.00
 - 16.00
",Priced Above Range,Advertising,Communications,Advertising Services,55.002
MAXJ LN,Maxjet Airways Inc,100.501,1702.3,-192.4,-406.8,69.6,138,1.449275374,188.671, ,N.A.,-0.8,, ,,Airlines,"Consumer, Cyclical",Airlines,
EBSB US,Meridian Bancorp Inc,100.5,-3.5,30.9,1.2,23,10,-4,230,1/23/08,58958U103,1.3,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
DNGR US,Danger Inc,100.05,,,,0,0,,0, ,236157103,,, ,,Software,Technology,Applications Software,
DFRG US,Del Frisco's Restaurant Group Inc,100,28.7,-20.1,-15.9,0,0,,0, ,245077102,0.4,, ,,Retail,"Consumer, Cyclical",Retail-Restaurants,
2240763Z US,IdleAire Technologies Corp,100,166.3,-251,,0,0,,0, ,45169F108,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
2296219Z US,International Brands Management Group Ltd,100,,,,0,0,,0, ,45915P202,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
970528Z US,Everquest Financial Ltd,100,,,,0,0,,0, ,N.A.,,, ,,Investment Companies,Financial,Investment Companies,
2339879Z US,Aldabra 4 Acquisition Corp,100,,,,0,0,,0, ,1.41E+207,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
NER/U US,National Energy Resources Acquisition Co,100,,,,0,0,,0, ,635813207,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GLAS US,GlassHouse Technologies Inc,100,,,,0,0,,0,3/5/09,377216106,,, ,,Computers,Technology,Computers-Memory Devices,
EMA/U US,Education Media Inc,100,,,,0,0,,0, ,28140C113,,,"10.00
 - 10.00
",,Internet,Communications,E-Marketing/Info,
VNRSQ US,Vanguard Natural Resources LLC,99.75,-39.1,-236.5,42.6,10.79,19,-0.3157894611,205.01,10/24/07,92205F106,2.2,1.02E+06,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.78038
FLC AU,Fluence Corp Ltd,98.7464,-26.4,-41.5,-25.5,143,2,-10,253.196, ,N.A.,-0.0186509,1.52E+08, ,,Environmental Control,Industrial,Water Treatment Systems,14.063
BLOG US,BladeLogic Inc,97.75,,,,26.655,17,47.47058868,453.13,7/24/07,09265M102,,,"16.00
 - 17.00
",Priced Within Range,Computers,Technology,Computer Services,
GXDX US,Genoptix Inc,97.75,,,10.8,16.0693,17,49.11764526,273.18,10/29/07,37243V100,,,"14.00
 - 16.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",MRI/Medical Diag Imaging,
1992972D US,RMR Asia Real Estate Fund,95,,,,0,20,0.1000000015,0,5/25/07,74964Q101,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
BAXSQ US,Baxano Surgical Inc,94.875,27.5,-172.3,-61.9,19.6015,15,60,294.02,10/17/07,71773105,-0.7,66000,"12.00
 - 14.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,0.132729
BFED US,Beacon Federal Bancorp Inc,94.875,-5.9,15.2,0.4,0,10,16,0,10/2/07,73582108,3.8,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
IPCM US,IPC Healthcare Inc,94.48,13.8,5.6,4.4,14.8118,16,28,236.99,1/25/08,44984A105,2.7,,"15.00
 - 17.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,
CML US,Compellent Technologies Inc,93.15,,,2,30.5713,13.5,79.18518829,412.71,10/10/07,20452A108,,,"10.00
 - 12.00
",Priced Above Range,Computers,Technology,Computers-Memory Devices,
NDMX US,NanoDynamics Inc,92.4,,,,26.4801,0,,0, ,63009A106,,,"12.00
 - 14.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
BFRM US,Merz Aesthetics Inc,92,,,-5.7,46.0962,8,6.875,368.77,11/7/07,09065G107,,,"9.00
 - 11.00
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
CAI US,CAI International Inc,87,-29.4,9.4,4.3,17.1089,15,0,256.63,5/16/07,12477X106,15.7,,"14.00
 - 16.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
PRO US,PROS Holdings Inc,86.3368,8.7,-6.2,-4.8,25.7879,11,16.81818199,283.67,6/28/07,74346Y103,0.5,4.64E+07,"10.00
 - 12.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,97.1396
SHOR US,ShoreTel Inc,86.3075,-0.7,-3.4,-3.6,42.4409,9.5,27.89473724,403.19,7/3/07,825211105,0.2,11195,"8.50
 - 10.50
",Priced Within Range,Telecommunications,Communications,Telecommunication Equip,0.0161888
XDXI US,XDx Inc,86.25,,,,0,0,,0, ,98371L108,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
NCAR US,NovaCardia Inc,86.25,,,,0,0,,0, ,66986N108,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
XANO US,Xanodyne Pharmaceuticals Inc,86.25,,,,0,0,,0, ,98400G104,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
1712382D US,TransMedics Inc,86.25,,,,0,0,,0, ,89376X106,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
VRLI US,Nuance Enterprise Solutions & Services Corp,86.25,,,,0,0,,0, ,922277108,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
SOH US,SOI Holding Co Inc,86.25,,,,0,0,,0, ,7.85E+111,,, ,,Mining,Basic Materials,Mining Services,
1529840D US,Broncus Technologies Inc,86.25,,,,0,0,,0, ,112222104,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
AEGR US,Aegerion Pharmaceuticals Inc,86.25,-5.7,-74,-43.4,0,0,,0, ,7.67E+104,,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
CNVO US,Convio LLC,86.25,,,16.3,0,0,,0, ,21257W105,,181.236, ,,Software,Technology,Enterprise Software/Serv,0.000958319
EYON US,eyeonics Inc,86.25,,,,0,0,,0, ,30233A103,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Optical Supplies,
SYNC US,Synacor Inc,86.25,-33.2,-14.2,-16.1,0,0,,0, ,871561106,0.0263018,, ,,Internet,Communications,Web Portals/ISP,
ADNX US,Adnexus Therapeutics Inc,86.25,,,,0,0,,0, ,N.A.,,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2027121D US,Insys Pharma Inc,86.25,,,,0,0,,0, ,45822Q103,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
EMPH US,Emphasys Medical Inc,86.25,,,,0,0,,0, ,29158P400,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
AKRI US,Akrion Inc,86.25,,,,0,0,,0, ,00972Y109,,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
UPEK US,UPEK Inc,86.25,,,,0,0,,0, ,91531C100,,, ,,Computers,Technology,Computer Data Security,
0383990D US,Anda Networks Inc,86.25,,,,0,0,,0, ,33335209,,, ,,Telecommunications,Communications,Networking Products,
1648416D US,ExactTarget LLC,86.25,,,-7.7,0,0,,0, ,30064K105,,, ,,Internet,Communications,E-Marketing/Info,
ALBO US,Albireo Pharma Inc,86.25,388.4,-83.8,-42.4,20.1608,15,20,302.41,5/11/07,01345P106,-5.6,7.51E+06,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,36.1918
CPIX US,Cumberland Pharmaceuticals Inc,85,-4.2,-17.1,-8.2,18.1289,17,-1,308.19,8/11/09,230770109,-0.0435401,3.53E+06,"19.00
 - 21.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,25.2576
DEVX US,Devax Inc,85,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
1389981D US,CardioMEMS LLC/DE,84,,,,22.6913,0,,0, ,14160J105,,,"12.00
 - 14.00
",,Healthcare-Products,"Consumer, Non-cyclical",Patient Monitoring Equip,
DTWO US,Digital Domain,84,,,,19.1593,0,,0, ,25384D104,,,"12.00
 - 14.00
",,Entertainment,"Consumer, Cyclical",Motion Pictures&Services,
1917130D US,BioTelemetry Inc,82.764,9.9,6.8,2.5,23.0439,18,-1.666666627,414.79,3/19/08,90672106,1.9,,"18.00
 - 20.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
1901522D US,AuthenTec Inc,82.5,,,-4.5,26.0001,11,-9.090909004,286,6/26/07,52660107,,,"9.00
 - 11.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,
